" ","HuMoments1","HuMoments2","HuMoments3","HuMoments4","HuMoments5","HuMoments6","HuMoments7","ModelName"
sea_snake-1.gif,0.670042,0.175521,0.059732,0.0136012,0.000354678,0.00541015,0.000306589,"sea_snake"
cellular_phone-5.gif,0.28454,0.0522875,0.000275353,8.11598e-05,1.08756e-08,7.77706e-06,5.95441e-11,"cellular_phone"
chopper-04.gif,0.191796,0.00493258,0.000601097,7.17619e-05,1.33946e-08,4.66551e-06,1.75451e-09,"chopper"
device9-5.gif,0.177239,4.79457e-06,6.72147e-08,5.4793e-08,-3.30764e-15,9.73792e-11,-3.29412e-15,"device9"
Comma-2.gif,0.247784,0.031845,0.000754152,8.98776e-05,2.07197e-09,-8.13899e-06,-7.2765e-09,"Comma"
hat-9.gif,0.19099,0.00642724,0.00115353,2.6832e-05,-3.1565e-09,-1.58389e-06,-4.32451e-09,"hat"
fountain-05.gif,0.212779,0.00616821,0.00255451,3.62857e-05,1.03053e-08,-2.81535e-06,3.73834e-09,"fountain"
turtle-8.gif,0.230296,0.0226413,0.000291954,0.000113439,1.75906e-08,1.29625e-05,1.17084e-08,"turtle"
elephant-4.gif,0.21958,0.00669926,0.000819737,0.000458333,1.63611e-08,1.63937e-05,1.45926e-07,"elephant"
shoe-8.gif,0.234664,0.0239147,0.00220338,0.00043995,4.31678e-07,6.77552e-05,-4.13817e-07,"shoe"
guitar-4.gif,0.318671,0.0600784,0.0152894,0.00748061,7.99982e-05,0.00183345,-4.12611e-05,"guitar"
spring-4.gif,57.0923,2102.8,10353.2,1180.74,84879.7,6267.33,-3.20912e+06,"spring"
fountain-01.gif,0.20879,0.00312708,0.00311267,7.27991e-05,3.38874e-08,-4.01308e-06,4.682e-09,"fountain"
bird-1.gif,24.4375,105.591,6682.88,269.571,342305,466.597,-152921,"bird"
classic-6.gif,0.240111,0.0285644,0.000276785,9.89923e-05,1.5832e-08,1.60938e-05,-7.87911e-09,"classic"
horseshoe-4.gif,0.378289,0.000167631,0.000861557,0.00100858,-8.93617e-07,-1.27472e-05,-1.39824e-07,"horseshoe"
fork-5.gif,93.3259,3904.66,942444,327414,1.81674e+11,2.03791e+07,-5.37194e+10,"fork"
device4-7.gif,0.237997,0.000425021,0.0101433,5.52279e-06,1.03073e-09,-3.36486e-08,-1.03792e-09,"device4"
car-06.gif,0.250524,0.0331159,0.00117179,0.000246729,1.2263e-07,3.32659e-05,-9.77674e-08,"car"
lmfish-6.gif,0.503325,0.224997,0.000266047,4.07348e-05,5.16931e-10,-4.67523e-06,3.95017e-09,"lmfish"
chicken-1.gif,0.221777,0.00348214,0.00483594,0.000117554,-8.81416e-08,-6.68475e-06,-2.6354e-08,"chicken"
dog-5.gif,0.327896,0.0406912,0.00295969,0.000334949,2.48308e-07,6.53442e-05,3.00473e-07,"dog"
pencil-3.gif,0.504227,0.22656,0.000897854,0.000612919,4.54631e-07,0.000291531,2.01007e-08,"pencil"
flatfish-3.gif,0.200883,0.0112313,0.000499896,0.000221133,7.3461e-08,2.34038e-05,2.1585e-08,"flatfish"
horseshoe-5.gif,0.540396,0.000157111,0.00346103,0.000200635,1.59702e-07,-1.40309e-06,3.02115e-09,"horseshoe"
cup-5.gif,0.174037,0.000160215,0.000343815,2.66214e-05,2.45003e-09,-1.25557e-07,-2.38581e-09,"cup"
spring-10.gif,139.845,15437.4,35426.8,4129.88,3.67607e+07,369643,3.14279e+07,"spring"
bottle-01.gif,0.346769,0.090629,0.00723601,0.00468405,2.72697e-05,0.0014101,-1.30418e-05,"bottle"
children-7.gif,0.324465,0.0772497,0.000412282,0.000266654,8.83655e-08,7.34165e-05,6.47991e-08,"children"
HCircle-8.gif,0.192006,0.00730081,0.00145528,7.54594e-05,-7.68794e-09,-3.56755e-06,-2.39627e-08,"HCircle"
turtle-3.gif,0.258326,0.0328125,0.000753056,0.000165907,2.96587e-08,2.25682e-06,-4.94083e-08,"turtle"
sea_snake-5.gif,0.684517,0.0595046,0.00651699,0.00150001,-8.84607e-07,7.47136e-05,3.15436e-06,"sea_snake"
HCircle-2.gif,0.1794,0.00380621,0.00101439,3.72052e-05,-7.10106e-09,-2.26805e-06,-7.10488e-10,"HCircle"
apple-10.gif,0.163802,2.69139e-05,8.42774e-05,7.31556e-06,1.79048e-10,3.79258e-08,1.50119e-10,"apple"
octopus-8.gif,0.195493,0.000572946,0.000100155,8.30746e-05,7.54754e-09,-1.84372e-06,-2.91262e-09,"octopus"
carriage-08.gif,0.40494,0.108417,0.00562124,0.00405391,1.93005e-05,0.00132035,1.42389e-05,"carriage"
Misk-6.gif,0.177541,0.000906829,9.31769e-05,1.41225e-05,-6.44443e-11,4.22457e-07,-5.10084e-10,"Misk"
frog-6.gif,0.199826,0.00662145,0.00159262,0.00015192,7.16104e-08,1.21864e-05,-5.84634e-08,"frog"
turtle-2.gif,0.258339,0.0328169,0.000753337,0.000166118,2.98272e-08,2.32914e-06,5.20296e-08,"turtle"
spoon-2.gif,0.896774,0.749353,0.16823,0.154961,0.0250169,0.131676,0.0200696,"spoon"
face-9.gif,0.187919,0.00929164,0.000193522,2.39846e-05,1.63391e-09,2.31193e-06,2.93607e-10,"face"
shoe-2.gif,0.241523,0.0307942,0.000593492,0.000115208,2.523e-08,1.42621e-05,-2.32888e-08,"shoe"
chopper-09.gif,0.203548,0.00895133,0.000950145,0.000174032,7.0763e-08,1.43542e-05,1.32738e-09,"chopper"
rat-06.gif,0.284062,0.0245905,0.00097284,0.000623327,3.30538e-07,9.68511e-05,-3.46797e-07,"rat"
truck-01.gif,0.206598,0.0116795,0.000616426,3.73034e-05,3.11431e-10,-5.90384e-07,4.65347e-09,"truck"
sea_snake-4.gif,0.471643,0.0966542,0.0159841,0.00204918,-2.34862e-06,0.000157649,-5.11829e-06,"sea_snake"
bottle-04.gif,0.345681,0.0913662,0.00308168,0.00172341,3.97147e-06,0.000520572,2.76052e-06,"bottle"
pocket-4.gif,0.319841,0.00757123,0.00293625,0.000400389,4.12019e-07,3.37124e-05,-2.10645e-07,"pocket"
device5-6.gif,0.226239,1.46452e-05,1.25833e-05,6.17366e-07,-9.75275e-13,-2.32422e-09,-7.15312e-13,"device5"
Bone-5.gif,0.970799,0.855263,0.012566,0.00987666,0.000110014,0.00912976,5.48747e-05,"Bone"
lizzard-10.gif,0.416041,0.0492288,0.00296725,0.00297745,-2.80795e-06,-0.00024612,5.94116e-06,"lizzard"
elephant-2.gif,0.193486,0.00184537,5.42674e-05,8.68397e-05,4.81469e-09,-3.38573e-06,-4.16735e-09,"elephant"
butterfly-10.gif,0.282697,0.0207643,0.00497064,0.00117673,2.11833e-06,3.1311e-05,2.00752e-06,"butterfly"
device9-8.gif,0.159334,1.57436e-05,2.99401e-07,2.98155e-10,1.55025e-18,4.12356e-13,-2.7351e-18,"device9"
dog-6.gif,0.64352,0.0806615,0.0763236,0.00271589,2.51658e-05,0.000194978,3.58855e-05,"dog"
horse-4.gif,0.343396,0.061534,0.00761234,0.00150643,5.09114e-06,0.000348664,-3.62855e-06,"horse"
Misk-8.gif,0.173227,0.00258873,1.01036e-05,5.59648e-07,1.28683e-12,2.38867e-09,-1.12625e-12,"Misk"
frog-1.gif,0.193966,0.00408999,0.00197843,0.000134695,6.95223e-08,7.15106e-06,6.91239e-08,"frog"
butterfly-3.gif,0.225337,0.00687535,0.00456,0.000342817,-4.27261e-07,-2.83544e-05,4.26949e-07,"butterfly"
fish-8.gif,0.299813,0.0570329,0.00253213,0.00135304,2.50404e-06,0.000314306,-2.12805e-06,"fish"
fish-3.gif,0.326739,0.0778104,0.000819594,9.77467e-05,-6.3652e-09,-1.34313e-05,-2.45397e-08,"fish"
flatfish-4.gif,0.225516,0.0219442,0.000977802,0.000534449,3.8635e-07,7.90002e-05,-1.14211e-07,"flatfish"
jar-10.gif,0.164337,0.000293575,5.4071e-05,3.28302e-06,3.32507e-11,5.61514e-08,2.91127e-11,"jar"
apple-8.gif,0.163715,0.000791251,3.50178e-05,3.65495e-07,1.03324e-12,-1.02808e-08,4.00726e-13,"apple"
device6-3.gif,0.181778,2.55333e-05,1.04931e-06,3.54183e-07,-1.84022e-13,1.59326e-09,1.77389e-13,"device6"
teddy-10.gif,0.184342,0.00124445,0.0011465,7.02843e-06,6.26363e-10,2.42436e-07,-8.17352e-11,"teddy"
frog-2.gif,0.184569,0.00481295,0.000314196,9.52287e-06,3.83526e-10,5.06345e-07,1.90759e-10,"frog"
turtle-9.gif,0.211236,0.0137237,0.00110633,0.000229795,9.72254e-08,1.89546e-05,-3.4806e-08,"turtle"
Comma-1.gif,0.230198,0.0229181,0.000436953,0.000150931,3.18938e-08,1.10944e-05,2.6357e-08,"Comma"
ray-5.gif,0.197705,0.000990708,0.000990107,0.000515911,3.68509e-07,1.62145e-05,-3.24889e-08,"ray"
HCircle-9.gif,0.212069,0.0157835,0.00069086,5.08656e-05,3.74628e-09,1.26881e-06,-2.37206e-09,"HCircle"
truck-09.gif,0.229567,0.0193951,0.0012736,0.000158687,5.16332e-08,9.72606e-06,-2.03542e-08,"truck"
horse-6.gif,0.327607,0.0314613,0.00487735,3.15998e-05,-7.46912e-09,-1.86844e-06,6.29165e-09,"horse"
Glas-5.gif,0.29779,0.0107298,0.0169122,0.00456077,3.97164e-05,0.000456171,7.62967e-06,"Glas"
octopus-6.gif,0.198939,0.00204802,0.00173297,9.21698e-06,3.68005e-10,2.00727e-07,1.05839e-09,"octopus"
device4-8.gif,0.211539,0.00054407,0.00796202,0.000108465,9.70823e-08,2.47281e-06,-4.12161e-09,"device4"
device9-4.gif,0.168402,1.47556e-06,1.45787e-07,7.6221e-09,2.5017e-16,6.64221e-12,1.78401e-16,"device9"
Comma-6.gif,0.277956,0.0454035,0.000683928,0.000369302,1.79373e-07,7.62403e-05,-1.7808e-07,"Comma"
bell-8.gif,0.199162,0.00747806,0.00232443,0.000104229,4.76847e-08,8.48953e-06,7.53716e-09,"bell"
chopper-08.gif,0.1981,0.00703248,0.000785833,9.64644e-05,2.59177e-08,6.7974e-06,1.20406e-08,"chopper"
brick-09.gif,0.243188,0.029759,0.000127312,1.06038e-05,1.6556e-10,6.41246e-07,7.37653e-11,"brick"
jar-9.gif,0.164337,0.000293575,5.4071e-05,3.28302e-06,3.32507e-11,5.61514e-08,2.91127e-11,"jar"
hammer-1.gif,89.2549,6721.07,259119,159974,3.25594e+10,1.30369e+07,2.67602e+10,"hammer"
apple-4.gif,0.168127,0.000424582,0.000137299,1.60572e-05,7.41708e-10,5.35425e-08,6.85503e-10,"apple"
elephant-6.gif,0.196358,0.00311944,0.000199236,0.000122588,-3.9958e-09,9.1154e-08,-1.91583e-08,"elephant"
carriage-09.gif,0.428535,0.123527,0.00571652,0.00481901,2.52742e-05,0.00169114,1.40764e-05,"carriage"
pencil-10.gif,1.37661,1.86743,0.000358777,0.0003435,1.20587e-07,0.000465679,-1.27573e-08,"pencil"
frog-4.gif,0.213913,0.007859,0.00024041,3.49156e-05,-1.0354e-09,2.66606e-06,-3.18902e-09,"frog"
ray-9.gif,0.20148,0.00150564,0.00120521,0.000520066,4.11403e-07,1.73915e-05,-1.6125e-07,"ray"
apple-9.gif,0.164101,7.80325e-05,0.000110847,1.24196e-06,-9.7746e-12,-1.72559e-09,8.35171e-12,"apple"
horse-3.gif,0.343298,0.0615006,0.00760471,0.0015082,5.0979e-06,0.00034917,-1.31012e-06,"horse"
spring-8.gif,137.052,15236.1,12899.8,25769.6,4.54556e+08,2.77558e+06,2.2093e+08,"spring"
cattle-1.gif,0.261516,0.0238962,0.000996672,8.7058e-06,8.09311e-10,-8.2943e-07,-2.92516e-10,"cattle"
personal_car-4.gif,0.284013,0.0531261,0.000450378,5.00422e-05,-3.20539e-09,-6.719e-06,-7.45556e-09,"personal_car"
watch-8.gif,0.748013,0.528808,0.00397996,0.00351603,1.31522e-05,0.00254884,-1.25442e-05,"watch"
Heart-6.gif,0.18887,0.00403038,0.0012181,6.10265e-05,-1.34646e-08,-2.98364e-06,-8.82791e-09,"Heart"
beetle-10.gif,0.323609,0.0360989,0.00168298,0.000919991,-1.12e-06,0.000174558,-9.52585e-07,"beetle"
brick-01.gif,0.274471,0.0462842,4.87449e-05,8.0933e-06,1.3667e-10,1.26901e-06,-1.43874e-10,"brick"
Glas-4.gif,0.350674,0.02239,0.0192826,0.00393485,3.35616e-05,0.000569681,1.81201e-06,"Glas"
bat-9.gif,0.327647,0.0490828,0.014704,0.00168112,1.63619e-06,-7.26127e-05,5.1472e-06,"bat"
device0-8.gif,0.218756,7.02448e-10,3.03342e-09,7.84472e-10,1.2101e-18,2.07911e-14,8.33873e-21,"device0"
Heart-7.gif,0.187163,0.00374556,0.00116311,6.50512e-05,-4.50455e-09,-1.62053e-06,-1.75768e-08,"Heart"
ray-6.gif,0.184783,0.000490846,0.000499022,0.000187333,5.71781e-08,2.88231e-06,4.55551e-08,"ray"
fork-3.gif,80.7789,4403.15,154313,38514.9,2.96524e+09,2.54296e+06,-2.46765e+09,"fork"
Heart-2.gif,0.188476,0.00668056,0.000629326,4.48094e-05,-3.69323e-09,-1.93847e-06,-7.14159e-09,"Heart"
device1-9.gif,0.171678,3.61115e-07,1.31457e-06,3.84999e-09,4.10176e-17,-2.20354e-12,1.87477e-16,"device1"
classic-3.gif,0.284367,0.0508478,0.00189587,0.000460627,3.57127e-07,6.46087e-05,2.57571e-07,"classic"
tree-3.gif,0.21187,0.0129719,0.00124947,0.000138993,5.78019e-08,1.52344e-05,-3.44544e-10,"tree"
Misk-4.gif,0.179713,0.000985413,0.000230843,2.50055e-06,-4.20263e-11,-2.47113e-09,3.0197e-11,"Misk"
turtle-1.gif,0.218796,0.0172989,0.00028747,0.000119475,1.83289e-08,1.14378e-05,1.80344e-08,"turtle"
fork-10.gif,80.6089,3809.88,344946,118791,2.37685e+10,7.25468e+06,-2.40018e+10,"fork"
guitar-8.gif,0.48687,0.188996,0.0601249,0.0449161,0.00233386,0.0195026,-0.00156716,"guitar"
octopus-3.gif,0.161588,2.63097e-05,3.95896e-06,1.09727e-06,-7.14709e-13,-3.96347e-09,-1.33554e-12,"octopus"
shoe-9.gif,0.230481,0.021625,0.00206377,0.00037812,3.32124e-07,5.49002e-05,-3.22021e-07,"shoe"
horse-9.gif,0.339183,0.0395779,0.00281961,0.00014562,-3.47382e-08,2.45324e-05,7.74955e-08,"horse"
frog-10.gif,0.192894,0.00441143,0.0017636,0.000144555,7.21196e-08,8.99351e-06,6.88478e-08,"frog"
classic-9.gif,0.298647,0.0583992,0.00243422,0.000788136,1.0243e-06,0.000153409,1.03299e-06,"classic"
spoon-6.gif,0.55148,0.257789,0.059276,0.0451656,0.00233692,0.0229304,-0.00152763,"spoon"
cattle-5.gif,0.232684,0.0170783,0.000546616,5.0238e-05,5.16349e-09,6.55002e-06,4.31623e-09,"cattle"
face-1.gif,0.187288,0.00908737,0.000179019,2.21152e-05,1.37298e-09,2.03175e-06,8.81881e-10,"face"
lmfish-10.gif,0.324431,0.0746077,0.00043619,0.000215554,6.56504e-08,5.67829e-05,-1.82121e-08,"lmfish"
apple-6.gif,0.16143,0.000153274,3.3528e-05,5.15463e-07,2.03259e-12,-5.92231e-09,-1.13808e-12,"apple"
device3-4.gif,0.172662,2.52372e-06,6.48396e-07,1.57818e-07,-4.5559e-14,2.49952e-10,2.02943e-14,"device3"
hat-2.gif,0.191862,0.00669755,0.00165575,7.03847e-05,-2.11211e-08,-4.76919e-06,1.99099e-08,"hat"
device8-9.gif,0.470725,0.0361286,0.101588,0.00029124,-1.26778e-06,-5.1849e-05,-9.87149e-07,"device8"
hammer-9.gif,0.414118,0.0849172,0.0502567,0.0175815,0.000521927,0.00510163,-8.14297e-05,"hammer"
flatfish-7.gif,0.217881,0.0169648,0.000768718,0.000419912,2.37818e-07,5.39582e-05,1.47615e-07,"flatfish"
hammer-10.gif,0.414118,0.0849172,0.0502567,0.0175815,0.000521927,0.00510163,8.14297e-05,"hammer"
jar-6.gif,0.183381,0.00757675,0.000111603,6.89237e-06,1.90091e-10,5.96249e-07,4.07565e-11,"jar"
fly-3.gif,0.29603,0.0224178,0.00693962,0.000201932,2.35884e-07,2.30848e-05,-2.23209e-07,"fly"
shoe-5.gif,0.242658,0.0282604,0.00216471,0.000523657,5.56171e-07,8.74506e-05,-3.14181e-07,"shoe"
Glas-1.gif,0.325465,0.0218639,0.0154455,0.00488539,4.2102e-05,0.000708055,6.14058e-06,"Glas"
lizzard-9.gif,26.6517,136.259,5878.02,2858.67,1.17143e+07,25033.7,-9.3531e+06,"lizzard"
car-08.gif,0.236195,0.0271842,0.000540684,0.000100361,2.18403e-08,1.21985e-05,-1.60599e-08,"car"
guitar-9.gif,0.350713,0.0812611,0.0198166,0.0114837,0.000173199,0.00327016,-3.64182e-05,"guitar"
Heart-3.gif,0.181735,0.00343548,0.000992537,3.88953e-05,-3.96168e-09,-1.28984e-06,-6.56015e-09,"Heart"
device7-6.gif,0.185668,1.37663e-07,6.76561e-09,1.96086e-09,-2.38896e-18,2.27477e-13,-5.06892e-18,"device7"
device1-8.gif,0.190942,2.16013e-06,2.905e-05,2.22068e-08,9.19065e-15,-2.50543e-11,1.51134e-14,"device1"
stef-07.gif,0.536969,0.102553,0.0837422,0.0228226,0.000591681,0.00730865,-3.52413e-05,"stef"
hammer-7.gif,0.569608,0.226649,0.0955476,0.0453108,0.00298077,0.0215286,0.000368463,"hammer"
shoe-7.gif,0.264318,0.0424104,0.000362899,9.06292e-05,1.46926e-08,1.50424e-05,-1.61328e-08,"shoe"
brick-08.gif,0.301522,0.0610201,0.000223956,7.22762e-05,9.14883e-09,1.77895e-05,3.31798e-09,"brick"
personal_car-3.gif,0.274903,0.0464218,0.00111302,0.000350854,2.10426e-07,6.30589e-05,-2.12711e-07,"personal_car"
chicken-3.gif,0.215755,0.00495112,0.00307832,5.58341e-05,-2.11937e-08,-2.54876e-06,-2.10302e-08,"chicken"
device1-4.gif,0.175798,7.21148e-07,2.13221e-05,1.61511e-09,2.73974e-16,4.93244e-13,4.23967e-17,"device1"
pencil-1.gif,0.52183,0.245638,0.00145732,0.00115088,1.49041e-06,0.000569312,-3.86574e-07,"pencil"
cup-1.gif,0.176112,2.04293e-05,0.000468657,4.54387e-05,6.53987e-09,1.66683e-07,-6.24122e-09,"cup"
device1-5.gif,0.229332,8.5855e-06,4.83155e-06,6.61968e-08,2.59123e-14,1.66768e-10,2.51448e-14,"device1"
brick-06.gif,0.272489,0.0445618,8.12914e-06,6.69737e-07,5.09601e-14,5.54122e-08,-1.56263e-12,"brick"
Heart-9.gif,0.17811,0.00210454,0.000390378,2.29903e-05,-1.35498e-09,-5.35631e-07,-1.90417e-09,"Heart"
cup-3.gif,0.173256,0.000407812,0.000388617,1.20984e-05,5.96224e-10,-2.39543e-07,-6.69004e-10,"cup"
device7-1.gif,0.238323,3.64013e-08,1.28485e-08,5.56608e-08,-1.18669e-15,-8.52892e-12,9.79115e-16,"device7"
flatfish-8.gif,0.201802,0.0110779,0.000492936,0.000244319,8.4596e-08,2.57036e-05,2.08343e-08,"flatfish"
classic-8.gif,0.298647,0.0583992,0.00243422,0.000788136,1.0243e-06,0.000153409,-1.03299e-06,"classic"
classic-4.gif,0.267232,0.0406052,0.00146231,0.000358021,2.17933e-07,5.20132e-05,-1.4998e-07,"classic"
Heart-5.gif,0.202517,0.0102226,0.000582427,6.41733e-05,-8.45491e-09,-4.59892e-06,-9.89145e-09,"Heart"
jar-1.gif,0.186202,0.00792008,6.84408e-06,1.99603e-06,7.37729e-12,1.5271e-07,7.22229e-12,"jar"
device0-1.gif,0.224215,1.43779e-07,5.4311e-07,5.39636e-09,-1.59605e-16,-1.38425e-12,-1.40928e-16,"device0"
Comma-3.gif,0.256926,0.0307518,0.00134327,0.000733575,6.51942e-07,8.15543e-05,6.26064e-08,"Comma"
ray-1.gif,0.187772,0.00180294,0.000874068,0.000273451,1.27391e-07,1.15408e-05,1.17053e-07,"ray"
device3-10.gif,0.166259,1.31491e-05,1.44905e-06,7.24162e-10,-1.90779e-17,-2.58698e-12,-1.58939e-17,"device3"
device2-10.gif,0.210312,1.0536e-06,2.25395e-06,2.09501e-07,1.06661e-13,-1.95176e-10,-1.32564e-13,"device2"
elephant-8.gif,0.203195,0.00347813,0.000266248,0.000117377,-1.58111e-08,-1.95233e-06,-2.02967e-08,"elephant"
device6-1.gif,0.177705,0.000180546,8.77922e-06,1.88917e-06,7.0512e-12,1.38777e-08,7.67844e-12,"device6"
Comma-5.gif,0.231329,0.0239114,0.00020018,5.8709e-05,5.26133e-09,2.03044e-06,5.60612e-09,"Comma"
bird-8.gif,0.297995,0.0417025,0.00874401,0.000497521,-9.93147e-07,-9.58697e-05,9.07131e-07,"bird"
device2-5.gif,0.228901,1.03975e-05,1.01603e-07,2.90615e-08,-1.98397e-16,-8.08769e-11,1.06281e-15,"device2"
HCircle-5.gif,0.197092,0.0107388,0.00101332,0.000114585,3.00558e-08,8.66266e-06,1.25815e-08,"HCircle"
device7-5.gif,0.184723,5.83969e-09,2.44247e-09,2.69281e-09,5.49732e-18,1.85109e-13,4.01739e-18,"device7"
butterfly-4.gif,0.225346,0.00687528,0.00456147,0.000342829,-4.27362e-07,-2.83568e-05,-2.46512e-07,"butterfly"
device5-7.gif,0.251358,4.44092e-05,2.51269e-05,1.54218e-05,1.24446e-10,5.15901e-08,-2.98248e-10,"device5"
rat-03.gif,0.27255,0.0213025,0.000353458,0.000504834,5.97235e-08,6.45803e-05,3.10463e-08,"rat"
cellular_phone-8.gif,0.269904,0.0440966,0.000297844,0.000114222,2.01644e-08,1.60683e-05,1.30095e-08,"cellular_phone"
octopus-4.gif,0.216054,0.0044398,0.00143697,2.33724e-05,-3.52159e-09,1.44934e-06,2.93911e-09,"octopus"
cattle-3.gif,0.297955,0.0432247,0.000534972,9.56393e-05,1.58878e-08,1.20799e-05,2.033e-08,"cattle"
pocket-5.gif,0.442552,0.0189288,0.00896192,0.000220004,2.49184e-07,2.84152e-05,-2.1382e-07,"pocket"
car-01.gif,0.237275,0.0275966,0.000544726,0.000114813,2.76554e-08,1.59882e-05,-2.59024e-08,"car"
personal_car-6.gif,0.260672,0.0405751,0.000515014,7.25834e-05,5.20981e-09,1.06731e-06,9.93361e-09,"personal_car"
fish-9.gif,0.340917,0.0880888,0.000197304,3.72826e-05,1.88008e-09,8.07366e-07,1.72066e-09,"fish"
beetle-4.gif,0.237978,0.0148751,0.000176709,2.53128e-05,1.69285e-09,3.08396e-06,4.21048e-10,"beetle"
beetle-7.gif,0.248711,0.00403387,7.86912e-05,0.000454153,-4.48995e-08,2.86397e-05,-6.08718e-08,"beetle"
Misk-5.gif,0.208502,0.00650919,0.000394651,4.83407e-05,-5.9597e-09,-3.3992e-06,6.64236e-09,"Misk"
device2-8.gif,0.170697,1.42749e-07,8.31506e-08,3.45081e-08,-1.57947e-15,1.29945e-11,1.1906e-15,"device2"
device1-7.gif,0.176907,5.81981e-07,2.39256e-08,1.46047e-09,3.3647e-18,-1.02038e-12,-1.07658e-18,"device1"
personal_car-1.gif,0.274082,0.0481533,0.000384453,8.79709e-05,1.33884e-08,1.15705e-05,-1.03782e-08,"personal_car"
sea_snake-9.gif,0.602679,0.253673,0.0206257,0.00393186,-1.43086e-05,-0.00180535,-3.08311e-05,"sea_snake"
Comma-10.gif,0.216014,0.0182537,3.79827e-05,1.22624e-05,6.05564e-11,2.97067e-07,1.79024e-10,"Comma"
device7-9.gif,0.19769,2.66586e-06,9.40883e-07,3.99111e-08,-6.95198e-15,6.50734e-11,-3.64214e-16,"device7"
device7-3.gif,0.198623,1.70435e-07,2.30465e-10,9.08654e-09,1.20448e-17,8.09532e-13,1.14864e-17,"device7"
spoon-3.gif,0.896774,0.749353,0.16823,0.154961,0.0250169,0.131676,-0.0200696,"spoon"
device5-1.gif,0.274852,7.61112e-05,5.99881e-07,4.75959e-07,2.5205e-13,-2.61737e-09,6.24391e-14,"device5"
deer-4.gif,0.344416,0.03134,0.00398664,0.000135785,9.35644e-08,1.27918e-05,-8.0472e-08,"deer"
HCircle-1.gif,0.188876,0.00757105,0.000967995,4.91921e-05,-1.06323e-08,-4.25602e-06,-4.44589e-10,"HCircle"
device0-4.gif,0.245982,2.18439e-06,1.30509e-06,8.49276e-08,1.06643e-14,-2.99954e-11,-4.47354e-15,"device0"
carriage-04.gif,0.421819,0.125175,0.00320148,0.00326751,1.0567e-05,0.00115601,4.07619e-06,"carriage"
Glas-7.gif,0.33101,0.0221859,0.0166117,0.00561164,5.38776e-05,0.000835724,2.32458e-05,"Glas"
Comma-8.gif,0.233332,0.0157792,0.00117511,0.000704354,4.59376e-07,7.71701e-05,-6.3856e-07,"Comma"
Bone-2.gif,0.84468,0.636091,0.0087633,0.0053925,3.70498e-05,0.00429214,2.25331e-05,"Bone"
horseshoe-8.gif,0.348147,0.00161063,0.00259559,0.00149204,-2.91747e-06,-5.98757e-05,1.718e-08,"horseshoe"
crown-10.gif,0.2377,0.0142352,0.000435811,3.69139e-05,-4.48989e-09,-4.33886e-06,-1.40278e-09,"crown"
bird-4.gif,0.25154,0.0274789,0.0012152,6.12045e-05,5.10297e-09,6.88246e-06,-4.00739e-09,"bird"
cup-7.gif,0.181889,0.00199421,0.000305131,1.43205e-05,6.60848e-10,-6.39123e-07,-4.4877e-10,"cup"
stef-06.gif,0.441604,0.0852926,0.0241004,0.00712025,8.60956e-05,0.00165991,3.88141e-05,"stef"
fountain-04.gif,0.213606,0.00551226,0.00285194,4.06225e-05,9.90132e-09,-2.58943e-06,-9.97381e-09,"fountain"
Heart-10.gif,0.19522,0.00320191,0.0024323,0.00015477,5.89447e-08,3.95951e-06,-7.88539e-08,"Heart"
tree-9.gif,0.209772,0.000551986,0.000502358,0.000105214,-2.30762e-08,2.2884e-06,-1.93438e-08,"tree"
HCircle-4.gif,0.202077,0.0125844,0.00106743,0.000129734,3.95292e-08,1.15663e-05,-3.3673e-08,"HCircle"
face-10.gif,0.187528,0.00914485,0.00019391,2.40244e-05,1.63882e-09,2.29587e-06,4.21348e-10,"face"
fly-5.gif,0.231933,0.00303778,0.00401718,6.33009e-07,-2.57586e-11,2.53095e-08,2.1991e-11,"fly"
device2-6.gif,0.229422,1.76819e-05,2.02425e-07,2.1177e-06,-1.20625e-12,-7.84874e-09,-1.24828e-12,"device2"
device4-3.gif,0.177175,3.66808e-05,0.00198013,5.35723e-06,-2.74625e-11,-3.23414e-08,4.7783e-10,"device4"
elephant-1.gif,18.8584,12.8973,125.462,69.803,-3716.12,-239.508,-6531.19,"elephant"
camel-6.gif,0.221475,0.00626967,0.000752041,7.14698e-05,1.53905e-09,-4.00125e-06,5.18715e-09,"camel"
key-9.gif,0.390027,0.107774,0.0270631,0.015666,0.000322484,0.00513815,-1.42165e-05,"key"
spoon-4.gif,0.55148,0.257789,0.059276,0.0451656,0.00233692,0.0229304,0.00152763,"spoon"
chicken-6.gif,0.2136,0.00427781,0.00397771,0.000152165,-1.08437e-07,-9.92525e-06,-7.79709e-08,"chicken"
chicken-10.gif,0.24016,0.0107345,0.00635646,0.000431654,3.14366e-09,8.18139e-06,2.89738e-07,"chicken"
horseshoe-9.gif,0.290717,7.58521e-05,0.000147403,0.000216932,-3.12344e-08,1.96884e-07,9.10244e-09,"horseshoe"
hammer-4.gif,0.569608,0.226649,0.0955476,0.0453108,0.00298077,0.0215286,-0.000368463,"hammer"
flatfish-9.gif,0.194578,0.00766506,0.000782713,0.000250356,1.10813e-07,2.19157e-05,-4.08615e-08,"flatfish"
device0-5.gif,0.201931,1.12166e-06,2.01765e-07,1.51365e-09,2.49398e-17,1.5352e-12,1.71752e-17,"device0"
hammer-3.gif,0.95403,0.770195,0.330138,0.207092,0.0541299,0.180618,0.00406537,"hammer"
