" ","HuMoments1","HuMoments2","HuMoments3","HuMoments4","HuMoments5","HuMoments6","HuMoments7","BlackRate","WhiteRate","className"
carriage-06.gif,0.407162,0.111006,0.00127922,0.00112231,1.3447e-06,0.000368023,-2.01872e-07,0.910571,0.0894295,"carriage"
cup-6.gif,0.180913,0.000888696,0.000280492,2.56248e-05,1.54942e-09,-7.35981e-07,-5.52899e-10,0.747072,0.252928,"cup"
ray-7.gif,0.19115,0.000966064,0.000659729,0.000240915,9.54895e-08,4.84915e-06,4.90559e-08,0.526722,0.473278,"ray"
guitar-10.gif,0.362339,0.086565,0.0354247,0.0236189,0.000683174,0.00694896,0.000608651,0.627669,0.372331,"guitar"
brick-04.gif,0.296161,0.0578454,0.000192574,7.07589e-05,7.85278e-09,1.45592e-05,8.1772e-09,0.889481,0.110519,"brick"
flatfish-1.gif,0.204455,0.0125648,0.000279691,0.000133999,2.59317e-08,1.41327e-05,-2.42927e-08,0.673298,0.326702,"flatfish"
device4-9.gif,0.20683,0.000366202,0.00672365,1.25509e-05,8.47693e-10,1.91538e-07,3.17887e-09,0.786045,0.213955,"device4"
classic-6.gif,0.240111,0.0285644,0.000276785,9.89923e-05,1.5832e-08,1.60938e-05,-7.87911e-09,0.630641,0.369359,"classic"
fork-2.gif,65.688,3055.11,191188,99285.8,1.36635e+10,5.43336e+06,-5.63001e+09,0.93734,0,"fork"
turtle-10.gif,0.231103,0.0200847,0.000892641,0.000102577,-1.77348e-08,-9.57592e-06,-3.09102e-08,0.477665,0.522335,"turtle"
device2-6.gif,0.229422,1.76819e-05,2.02425e-07,2.1177e-06,-1.20625e-12,-7.84874e-09,-1.24828e-12,0.760024,0.239976,"device2"
crown-8.gif,0.218968,0.0162463,0.000171231,3.16132e-05,-2.31388e-09,-4.0206e-06,3.15306e-10,0.403274,0.596726,"crown"
brick-05.gif,0.250461,0.0340158,1.45819e-05,1.38718e-06,-6.23638e-12,-2.55805e-07,1.88861e-12,0.841442,0.158558,"brick"
chopper-05.gif,0.194013,0.00509927,0.000821014,9.25055e-05,2.21621e-08,6.25315e-06,2.22077e-09,0.88078,0.11922,"chopper"
cattle-8.gif,0.256424,0.0212927,0.00119274,9.47945e-05,-5.18181e-09,6.34083e-06,-9.45294e-09,0.472994,0.527006,"cattle"
device0-10.gif,0.208004,1.01615e-08,2.58752e-10,9.51673e-09,-1.49339e-17,-9.59325e-13,-1.7442e-31,0.805939,0.194061,"device0"
key-4.gif,0.272684,0.0398364,0.0064943,0.00409325,2.11029e-05,0.000816696,-3.03126e-06,0.773943,0.226057,"key"
fish-6.gif,1.48368,2.16299,0.0320933,0.0270994,0.000799078,0.0395109,0.000248836,0.636136,0.363864,"fish"
hammer-4.gif,0.569608,0.226649,0.0955476,0.0453108,0.00298077,0.0215286,-0.000368463,0.881134,0.118866,"hammer"
device8-4.gif,0.342237,0.000850803,0.0440297,0.000889378,-8.68277e-07,3.36691e-06,-4.71921e-06,0.800728,0.199272,"device8"
lizzard-6.gif,38.306,873.812,1449.95,1163.96,1.10014e+06,21293.9,688414,0.751081,0,"lizzard"
Comma-6.gif,0.277956,0.0454035,0.000683928,0.000369302,1.79373e-07,7.62403e-05,-1.7808e-07,0.52886,0.47114,"Comma"
stef-03.gif,0.544727,0.0542341,0.166803,0.0155647,0.000521618,0.00354355,0.000624588,0.967637,0.0323627,"stef"
device7-3.gif,0.198623,1.70435e-07,2.30465e-10,9.08654e-09,1.20448e-17,8.09532e-13,1.14864e-17,0.613903,0.386097,"device7"
spoon-3.gif,0.896774,0.749353,0.16823,0.154961,0.0250169,0.131676,-0.0200696,0.875626,0.124374,"spoon"
bell-8.gif,0.199162,0.00747806,0.00232443,0.000104229,4.76847e-08,8.48953e-06,7.53716e-09,0.449643,0.550357,"bell"
deer-3.gif,0.344568,0.0321997,0.0036183,0.000107301,6.52587e-08,1.14988e-05,8.99034e-09,0.678016,0.321984,"deer"
bell-5.gif,0.196872,0.00576857,0.0022377,5.74264e-05,1.88032e-08,4.07688e-06,7.21158e-09,0.390367,0.609633,"bell"
classic-2.gif,0.284367,0.0508478,0.00189587,0.000460627,3.57127e-07,6.46087e-05,-2.57571e-07,0.346185,0.653815,"classic"
device1-1.gif,0.270168,2.66102e-05,5.93454e-06,2.56006e-07,2.28164e-13,-1.08981e-09,2.12096e-13,0.72691,0.27309,"device1"
fountain-06.gif,0.213749,0.0046632,0.00292939,6.16569e-05,2.19346e-08,-4.04929e-06,-1.06676e-08,0.832339,0.167661,"fountain"
Misk-4.gif,0.179713,0.000985413,0.000230843,2.50055e-06,-4.20263e-11,-2.47113e-09,3.0197e-11,0.265401,0.734599,"Misk"
pencil-2.gif,0.925524,0.8295,7.52209e-05,1.70688e-05,3.92158e-10,5.15928e-06,5.04642e-10,0.889691,0.110309,"pencil"
device9-3.gif,0.159234,7.37322e-06,2.84875e-08,3.18886e-12,8.91378e-22,5.92174e-15,-3.76801e-22,0.599504,0.400496,"device9"
shoe-4.gif,0.268152,0.0440447,0.000696119,0.000201915,7.24844e-08,3.81713e-05,-7.42444e-08,0.547667,0.452333,"shoe"
bottle-10.gif,0.343338,0.0895019,0.00425368,0.00244944,7.90453e-06,0.00073069,6.67164e-06,0.940558,0.0594421,"bottle"
hammer-7.gif,0.569608,0.226649,0.0955476,0.0453108,0.00298077,0.0215286,0.000368463,0.881134,0.118866,"hammer"
pocket-5.gif,0.442552,0.0189288,0.00896192,0.000220004,2.49184e-07,2.84152e-05,-2.1382e-07,0.663101,0.336899,"pocket"
horse-3.gif,0.343298,0.0615006,0.00760471,0.0015082,5.0979e-06,0.00034917,-1.31012e-06,0.628074,0.371926,"horse"
Glas-6.gif,0.345362,0.0308476,0.0159745,0.00564146,5.34652e-05,0.000980976,2.22572e-05,0.53908,0.46092,"Glas"
key-7.gif,0.334745,0.0576721,0.0284471,0.0124088,0.000233137,0.00297994,5.57073e-06,0.735542,0.264458,"key"
camel-3.gif,0.214993,0.000876999,1.36886e-05,0.000443167,-5.37097e-09,7.92992e-06,-3.03093e-08,0.652636,0.347364,"camel"
spring-3.gif,116.856,10248.8,44228.8,26558,9.05259e+08,2.50679e+06,-3.79557e+07,0.873375,0,"spring"
tree-10.gif,0.202778,0.00879916,0.00166897,0.00011452,3.50402e-08,3.02566e-06,4.51872e-09,0.761948,0.238052,"tree"
Glas-4.gif,0.350674,0.02239,0.0192826,0.00393485,3.35616e-05,0.000569681,1.81201e-06,0.553504,0.446496,"Glas"
cattle-3.gif,0.297955,0.0432247,0.000534972,9.56393e-05,1.58878e-08,1.20799e-05,2.033e-08,0.749647,0.250353,"cattle"
chicken-4.gif,0.228989,0.00211499,0.00545277,6.19976e-05,-9.80468e-10,1.88554e-06,3.09069e-08,0.578429,0.421571,"chicken"
butterfly-1.gif,0.298616,0.0246886,0.00700267,0.000331722,-5.05096e-07,-5.21083e-05,-2.75613e-07,0.588209,0.411791,"butterfly"
apple-3.gif,0.168129,0.000151455,0.000285417,2.37815e-05,1.95815e-09,1.83701e-07,1.79505e-09,0.450897,0.549103,"apple"
device7-10.gif,0.19937,6.87917e-07,5.34919e-07,2.02786e-08,2.11146e-15,-2.27984e-12,2.07738e-15,0.61713,0.38287,"device7"
crown-2.gif,0.203158,0.0129693,7.2093e-05,8.78113e-06,-2.1496e-10,-9.65219e-07,-8.37043e-11,0.422204,0.577796,"crown"
stef-01.gif,0.377789,0.0570696,0.000561936,0.00171585,1.59384e-06,0.000262132,7.75405e-07,0.981143,0.0188565,"stef"
sea_snake-2.gif,0.663398,0.172195,0.0521378,0.0108236,0.000234462,0.00427217,0.000248639,0.868726,0.131274,"sea_snake"
beetle-9.gif,0.345436,0.038169,0.00269924,0.00144867,-2.64855e-06,0.000280562,-2.24307e-06,0.889093,0.110907,"beetle"
octopus-3.gif,0.161588,2.63097e-05,3.95896e-06,1.09727e-06,-7.14709e-13,-3.96347e-09,-1.33554e-12,0.629272,0.370728,"octopus"
fly-4.gif,0.231933,0.00303778,0.00401718,6.33009e-07,-2.57586e-11,2.53095e-08,-2.1991e-11,0.58685,0.41315,"fly"
horseshoe-9.gif,0.290717,7.58521e-05,0.000147403,0.000216932,-3.12344e-08,1.96884e-07,9.10244e-09,0.452437,0.547563,"horseshoe"
device2-2.gif,0.174961,1.14784e-08,2.49251e-09,5.66795e-08,-4.07621e-16,-3.76131e-12,4.97865e-16,0.780434,0.219566,"device2"
lmfish-5.gif,0.509502,0.229883,0.000154928,1.53829e-05,-7.24577e-10,-7.09357e-06,-3.86315e-10,0.668566,0.331434,"lmfish"
frog-3.gif,0.184569,0.00481295,0.000314196,9.52287e-06,3.83526e-10,5.06345e-07,-1.90759e-10,0.43012,0.56988,"frog"
jar-10.gif,0.164337,0.000293575,5.4071e-05,3.28302e-06,3.32507e-11,5.61514e-08,2.91127e-11,0.615864,0.384136,"jar"
deer-2.gif,0.344568,0.0321997,0.0036183,0.000107301,6.52587e-08,1.14988e-05,-8.99034e-09,0.678016,0.321984,"deer"
device8-8.gif,0.320086,0.0102252,0.0333105,0.000161383,-3.66371e-07,-1.62828e-05,-8.64562e-08,0.819668,0.180332,"device8"
spring-9.gif,137.052,15236.1,12899.8,25769.6,4.54556e+08,2.77558e+06,2.2093e+08,0.87916,0,"spring"
flatfish-3.gif,0.200883,0.0112313,0.000499896,0.000221133,7.3461e-08,2.34038e-05,2.1585e-08,0.392443,0.607557,"flatfish"
bat-5.gif,0.310208,0.0459877,0.0126841,0.00107763,-6.34072e-07,-9.55711e-05,-2.05768e-06,0.819106,0.180894,"bat"
device3-9.gif,0.181425,4.51114e-06,7.19993e-07,3.10942e-07,1.3522e-13,6.55262e-10,-1.3994e-13,0.663641,0.336359,"device3"
beetle-8.gif,0.248734,0.0040409,7.79783e-05,0.000454885,-4.4375e-08,2.87107e-05,-2.21132e-08,0.833525,0.166475,"beetle"
flatfish-7.gif,0.217881,0.0169648,0.000768718,0.000419912,2.37818e-07,5.39582e-05,1.47615e-07,0.427984,0.572016,"flatfish"
stef-10.gif,0.48688,0.060798,0.0926845,0.00562195,-1.13323e-05,0.000894453,4.20586e-05,0.971911,0.0280895,"stef"
cup-10.gif,0.176936,0.00149434,0.000446228,5.75028e-05,8.85959e-09,2.03792e-06,-6.85201e-09,0.615393,0.384607,"cup"
key-3.gif,0.335687,0.0655277,0.0221815,0.0107249,0.000165362,0.00274269,7.37571e-06,0.78033,0.21967,"key"
beetle-4.gif,0.237978,0.0148751,0.000176709,2.53128e-05,1.69285e-09,3.08396e-06,4.21048e-10,0.523536,0.476464,"beetle"
horse-8.gif,0.360121,0.0569974,0.0149187,0.00244474,1.44616e-05,0.000538834,-1.4344e-05,0.847126,0.152874,"horse"
fork-8.gif,55.8242,1936.61,105134,44025.8,2.99507e+09,1.93613e+06,-1.52499e+09,0.954023,0,"fork"
truck-03.gif,0.21535,0.0141843,0.000943831,6.20382e-05,6.78969e-09,1.25326e-06,2.13458e-09,0.966294,0.0337062,"truck"
crown-4.gif,0.199238,0.0111878,0.000278291,1.88411e-05,-1.34137e-09,-1.96603e-06,3.28475e-10,0.380282,0.619718,"crown"
truck-08.gif,0.213263,0.0157257,0.000514249,3.42361e-05,6.3964e-10,-4.36303e-07,2.58739e-09,0.963265,0.0367345,"truck"
pocket-9.gif,0.284091,0.00562616,0.00144588,1.08348e-05,1.30808e-09,8.03978e-07,3.89632e-10,0.49664,0.50336,"pocket"
cattle-9.gif,0.256429,0.0212922,0.00119431,9.47603e-05,-5.10423e-09,6.36319e-06,-2.17165e-08,0.748771,0.251229,"cattle"
cup-2.gif,0.185084,0.00152868,0.000723117,1.6064e-05,9.11709e-10,-6.09753e-07,2.14074e-10,0.555095,0.444905,"cup"
camel-10.gif,0.220216,0.0116949,0.000354631,1.30225e-05,-3.90847e-10,-1.40828e-06,7.76671e-10,0.622623,0.377377,"camel"
car-08.gif,0.236195,0.0271842,0.000540684,0.000100361,2.18403e-08,1.21985e-05,-1.60599e-08,0.892312,0.107688,"car"
guitar-4.gif,0.318671,0.0600784,0.0152894,0.00748061,7.99982e-05,0.00183345,-4.12611e-05,0.594891,0.405109,"guitar"
camel-2.gif,0.246417,0.0052114,0.000795157,0.000146292,-2.85976e-08,-8.00614e-06,-7.40595e-09,0.689725,0.310275,"camel"
brick-03.gif,0.25478,0.0355932,1.46846e-06,6.51526e-07,6.32673e-13,1.17723e-07,-2.2883e-13,0.829417,0.170583,"brick"
fountain-05.gif,0.212779,0.00616821,0.00255451,3.62857e-05,1.03053e-08,-2.81535e-06,3.73834e-09,0.82428,0.17572,"fountain"
horseshoe-5.gif,0.540396,0.000157111,0.00346103,0.000200635,1.59702e-07,-1.40309e-06,3.02115e-09,0.72971,0.27029,"horseshoe"
device6-5.gif,0.177101,0.000132289,8.02942e-06,2.07108e-06,8.32745e-12,2.14571e-08,-2.60761e-13,0.70539,0.29461,"device6"
frog-4.gif,0.213913,0.007859,0.00024041,3.49156e-05,-1.0354e-09,2.66606e-06,-3.18902e-09,0.500115,0.499885,"frog"
dog-7.gif,0.592484,0.0635123,0.0650151,0.00308013,2.06516e-05,6.21951e-05,-4.35594e-05,0.786411,0.213589,"dog"
teddy-07.gif,0.185048,0.00161114,0.0010655,8.283e-06,7.1945e-10,3.32471e-07,2.30139e-10,0.696925,0.303075,"teddy"
lizzard-3.gif,0.305972,0.0289826,0.000205665,0.000709338,-1.98186e-07,-4.10759e-05,2.61663e-07,0.627612,0.372388,"lizzard"
jar-2.gif,0.186202,0.00792008,6.84408e-06,1.99603e-06,7.37729e-12,1.5271e-07,7.22229e-12,0.734974,0.265026,"jar"
cellular_phone-2.gif,0.269946,0.0449209,0.000109627,1.52074e-05,1.92174e-10,-9.69648e-07,6.15574e-10,0.467718,0.532282,"cellular_phone"
ray-10.gif,0.201478,0.00150331,0.00120574,0.000519676,4.11019e-07,1.73619e-05,-2.47374e-07,0.783277,0.216723,"ray"
jar-1.gif,0.186202,0.00792008,6.84408e-06,1.99603e-06,7.37729e-12,1.5271e-07,7.22229e-12,0.734974,0.265026,"jar"
deer-7.gif,0.322308,0.0216936,0.000697352,0.000141577,3.21902e-08,1.71302e-05,-3.95016e-08,0.844598,0.155402,"deer"
device0-4.gif,0.245982,2.18439e-06,1.30509e-06,8.49276e-08,1.06643e-14,-2.99954e-11,-4.47354e-15,0.685833,0.314167,"device0"
device6-10.gif,0.18099,0.000313005,4.20733e-05,3.0784e-07,-2.65778e-13,2.68441e-09,-1.07139e-12,0.814892,0.185108,"device6"
crown-3.gif,0.231578,0.00664353,0.000805334,0.000213365,-8.4628e-08,-1.66072e-05,4.28514e-08,0.484003,0.515997,"crown"
chicken-1.gif,0.221777,0.00348214,0.00483594,0.000117554,-8.81416e-08,-6.68475e-06,-2.6354e-08,0.574507,0.425493,"chicken"
spring-7.gif,106.605,8984.12,319.047,980.459,295313,85688,542546,0.844928,0,"spring"
chopper-10.gif,0.208868,0.0105105,0.00117958,0.000487486,3.51299e-07,4.97508e-05,-1.4382e-07,0.885505,0.114495,"chopper"
device6-6.gif,0.161888,8.70066e-06,1.04637e-08,1.09173e-08,1.90644e-17,-3.08615e-11,-1.096e-16,0.675325,0.324675,"device6"
turtle-2.gif,0.258339,0.0328169,0.000753337,0.000166118,2.98272e-08,2.32914e-06,5.20296e-08,0.590997,0.409003,"turtle"
rat-03.gif,0.27255,0.0213025,0.000353458,0.000504834,5.97235e-08,6.45803e-05,3.10463e-08,0.866606,0.133394,"rat"
device1-2.gif,0.164708,1.68529e-07,1.53448e-07,2.53954e-10,7.08137e-19,8.11657e-14,1.33763e-18,0.599628,0.400372,"device1"
bottle-04.gif,0.345681,0.0913662,0.00308168,0.00172341,3.97147e-06,0.000520572,2.76052e-06,0.942225,0.057775,"bottle"
cellular_phone-10.gif,0.26043,0.0395761,0.000217664,6.63385e-05,7.13685e-09,7.26065e-06,3.17747e-09,0.466872,0.533128,"cellular_phone"
spoon-10.gif,0.79267,0.577184,0.0874971,0.0761262,0.00621151,0.0573987,-0.00127512,0.906067,0.0939331,"spoon"
horse-4.gif,0.343396,0.061534,0.00761234,0.00150643,5.09114e-06,0.000348664,-3.62855e-06,0.833573,0.166427,"horse"
lmfish-6.gif,0.503325,0.224997,0.000266047,4.07348e-05,5.16931e-10,-4.67523e-06,3.95017e-09,0.656248,0.343752,"lmfish"
deer-1.gif,0.344416,0.0313464,0.00398688,0.000135685,9.34637e-08,1.27851e-05,-1.10835e-08,0.674471,0.325529,"deer"
device9-9.gif,0.177169,7.2494e-06,6.67373e-07,2.03918e-07,-1.10526e-14,-8.61489e-11,-7.24878e-14,0.627015,0.372985,"device9"
tree-7.gif,0.34167,0.0801782,0.000986789,4.91382e-05,-1.32626e-09,5.89143e-07,3.5321e-10,0.881485,0.118515,"tree"
device7-2.gif,0.197406,8.81014e-09,5.31308e-10,6.70618e-09,-1.85297e-19,5.93999e-13,-4.85993e-18,0.613792,0.386208,"device7"
horseshoe-7.gif,0.295107,0.000380374,0.000411257,0.000302265,-9.6522e-08,5.41856e-06,-1.76817e-08,0.487857,0.512143,"horseshoe"
horseshoe-4.gif,0.378289,0.000167631,0.000861557,0.00100858,-8.93617e-07,-1.27472e-05,-1.39824e-07,0.549364,0.450636,"horseshoe"
flatfish-2.gif,0.236024,0.0248477,0.00113643,0.000697126,6.20227e-07,0.000108856,1.82138e-07,0.45076,0.54924,"flatfish"
crown-9.gif,0.206069,0.0110422,0.000364377,3.24621e-05,-2.78277e-09,-2.95816e-06,2.38788e-09,0.38543,0.61457,"crown"
device7-4.gif,0.199211,6.37849e-08,3.67278e-10,7.74181e-09,7.76291e-18,1.32365e-12,1.20519e-17,0.61314,0.38686,"device7"
Heart-2.gif,0.188476,0.00668056,0.000629326,4.48094e-05,-3.69323e-09,-1.93847e-06,-7.14159e-09,0.301291,0.698709,"Heart"
cellular_phone-8.gif,0.269904,0.0440966,0.000297844,0.000114222,2.01644e-08,1.60683e-05,1.30095e-08,0.524001,0.475999,"cellular_phone"
HCircle-5.gif,0.197092,0.0107388,0.00101332,0.000114585,3.00558e-08,8.66266e-06,1.25815e-08,0.218675,0.781325,"HCircle"
bird-3.gif,0.251339,0.0273927,0.00120289,5.92629e-05,4.20537e-09,6.43202e-06,1.49523e-08,0.652356,0.347644,"bird"
elephant-10.gif,0.179267,0.000362727,6.86139e-05,4.63732e-05,-2.20639e-09,3.58042e-08,1.04943e-10,0.504169,0.495831,"elephant"
sea_snake-1.gif,0.670042,0.175521,0.059732,0.0136012,0.000354678,0.00541015,0.000306589,0.866559,0.133441,"sea_snake"
dog-1.gif,25.9112,212.213,1756.46,19.98,2939.57,104.384,1190.94,0.680379,0,"dog"
watch-6.gif,0.474196,0.195778,0.0019288,0.00146619,2.46557e-06,0.000648645,2.41911e-07,0.661939,0.338061,"watch"
cellular_phone-1.gif,0.249012,0.0338141,0.000235994,5.02322e-05,4.20422e-09,2.10089e-06,-2.12183e-09,0.489879,0.510121,"cellular_phone"
Misk-8.gif,0.173227,0.00258873,1.01036e-05,5.59648e-07,1.28683e-12,2.38867e-09,-1.12625e-12,0.259609,0.740391,"Misk"
children-6.gif,0.32441,0.077215,0.000445123,0.000285055,1.01483e-07,7.8142e-05,7.94066e-08,0.923307,0.0766927,"children"
face-2.gif,0.188999,0.00956009,0.000217317,2.40683e-05,1.69678e-09,2.2577e-06,1.07225e-09,0.564659,0.435341,"face"
cattle-6.gif,0.286302,0.0321628,0.000910274,1.32408e-05,7.12555e-11,-2.33824e-06,-1.28675e-10,0.509897,0.490103,"cattle"
hammer-5.gif,0.569608,0.226649,0.0955476,0.0453108,0.00298077,0.0215286,0.000368463,0.881134,0.118866,"hammer"
Glas-9.gif,0.290575,0.0200069,0.00554932,0.00103117,2.33921e-06,0.000136024,-3.16183e-08,0.448061,0.551939,"Glas"
rat-05.gif,0.272929,0.021767,0.000754857,0.000514145,1.36669e-07,6.46816e-05,3.07808e-08,0.86915,0.13085,"rat"
teddy-05.gif,0.18436,0.00109618,0.00112312,2.90172e-06,5.51152e-11,7.63675e-08,1.58043e-10,0.677732,0.322268,"teddy"
butterfly-3.gif,0.225337,0.00687535,0.00456,0.000342817,-4.27261e-07,-2.83544e-05,4.26949e-07,0.593875,0.406125,"butterfly"
Bone-7.gif,0.898928,0.697331,0.0414142,0.0190961,0.000502983,0.0118051,-0.000511471,0.808273,0.191727,"Bone"
bat-2.gif,0.443949,0.127733,0.0349201,0.00539656,2.92292e-05,-4.08326e-05,-5.96088e-05,0.678132,0.321868,"bat"
dog-10.gif,0.298143,0.0351477,0.00298499,0.000120999,7.23421e-08,1.58314e-05,-3.91806e-08,0.619105,0.380895,"dog"
hat-6.gif,0.169109,0.00175917,7.72012e-05,3.71393e-06,6.22573e-11,1.51801e-07,-2.1718e-11,0.247737,0.752263,"hat"
personal_car-5.gif,0.267083,0.0428744,0.00141489,0.000232887,8.3309e-08,1.41327e-05,3.59204e-08,0.583017,0.416983,"personal_car"
dog-4.gif,0.306938,0.0331699,0.00257162,7.15422e-05,6.18323e-09,-3.5095e-06,-2.84748e-08,0.594023,0.405977,"dog"
bat-9.gif,0.327647,0.0490828,0.014704,0.00168112,1.63619e-06,-7.26127e-05,5.1472e-06,0.811453,0.188547,"bat"
guitar-7.gif,0.29033,0.0381864,0.0213033,0.0117924,0.000186901,0.00230325,-0.000181927,0.639141,0.360859,"guitar"
fly-2.gif,0.29603,0.0224178,0.00693962,0.000201932,2.35884e-07,2.30848e-05,2.23209e-07,0.642473,0.357527,"fly"
horseshoe-3.gif,0.571827,0.00591099,0.00986625,0.0100101,-9.88962e-05,-0.000761791,-2.21532e-06,0.671078,0.328922,"horseshoe"
children-2.gif,0.328673,0.0799403,0.000408456,0.000288751,9.91515e-08,8.16363e-05,4.4387e-08,0.923651,0.0763494,"children"
cup-5.gif,0.174037,0.000160215,0.000343815,2.66214e-05,2.45003e-09,-1.25557e-07,-2.38581e-09,0.703166,0.296834,"cup"
brick-07.gif,0.248245,0.0327384,7.53012e-06,4.91131e-07,-6.72391e-13,-3.67027e-08,1.83066e-13,0.846788,0.153212,"brick"
pencil-6.gif,0.859564,0.70852,0.0136508,0.0113732,0.000141688,0.00949379,1.02899e-05,0.782838,0.217162,"pencil"
truck-05.gif,0.205164,0.0120693,0.000596247,4.54581e-05,5.41543e-09,2.04497e-06,-1.23407e-09,0.965436,0.0345644,"truck"
hat-8.gif,0.201158,0.00710006,0.00260729,0.000184745,-5.15438e-08,-9.3221e-06,1.24914e-07,0.326,0.674,"hat"
device5-2.gif,0.237155,3.8573e-05,2.55235e-05,1.20037e-05,8.10137e-11,3.84218e-08,-1.86011e-10,0.812483,0.187517,"device5"
butterfly-2.gif,0.298626,0.0246945,0.00700363,0.000331828,-5.05359e-07,-5.21308e-05,5.05176e-07,0.794105,0.205895,"butterfly"
rat-07.gif,0.27638,0.0241757,0.000760065,0.000633122,2.77485e-07,8.12971e-05,2.70748e-07,0.868736,0.131264,"rat"
truck-09.gif,0.229567,0.0193951,0.0012736,0.000158687,5.16332e-08,9.72606e-06,-2.03542e-08,0.96587,0.0341304,"truck"
rat-02.gif,0.276261,0.022128,0.00103677,0.000739235,4.31963e-07,9.85208e-05,2.55956e-09,0.865126,0.134874,"rat"
dog-3.gif,0.626961,0.0448991,0.0974792,0.00225468,1.39473e-05,6.87801e-05,-3.27664e-05,0.805776,0.194224,"dog"
face-3.gif,0.188109,0.0091495,0.000215417,2.32593e-05,1.59525e-09,2.0837e-06,1.23687e-09,0.56232,0.43768,"face"
fly-6.gif,0.302416,0.000925198,0.0182875,4.91134e-05,3.51532e-08,-8.32203e-07,4.41524e-08,0.716149,0.283851,"fly"
carriage-02.gif,0.393635,0.104251,0.00227699,0.00172775,3.42649e-06,0.000557843,1.99454e-06,0.907947,0.0920533,"carriage"
hammer-8.gif,0.414118,0.0849172,0.0502567,0.0175815,0.000521927,0.00510163,8.14297e-05,0.897247,0.102753,"hammer"
frog-2.gif,0.184569,0.00481295,0.000314196,9.52287e-06,3.83526e-10,5.06345e-07,1.90759e-10,0.43012,0.56988,"frog"
device1-7.gif,0.176907,5.81981e-07,2.39256e-08,1.46047e-09,3.3647e-18,-1.02038e-12,-1.07658e-18,0.617043,0.382957,"device1"
shoe-5.gif,0.242658,0.0282604,0.00216471,0.000523657,5.56171e-07,8.74506e-05,-3.14181e-07,0.511152,0.488848,"shoe"
stef-09.gif,0.605874,0.0770214,0.256862,0.0820255,0.0117025,0.00336566,-0.00183502,0.972348,0.0276515,"stef"
Bone-5.gif,0.970799,0.855263,0.012566,0.00987666,0.000110014,0.00912976,5.48747e-05,0.821328,0.178672,"Bone"
bottle-06.gif,0.37515,0.113135,0.00304442,0.00200216,4.94308e-06,0.000673253,2.88426e-06,0.944267,0.0557331,"bottle"
fountain-07.gif,0.204665,0.00530056,0.00199184,2.20053e-05,3.58153e-09,-1.44683e-06,2.84447e-09,0.818016,0.181984,"fountain"
teddy-06.gif,0.184036,0.00133744,0.00100347,3.08242e-06,1.11223e-10,1.0935e-07,1.31212e-10,0.686248,0.313752,"teddy"
car-04.gif,0.241661,0.0289814,0.000805529,8.80824e-05,1.31862e-08,4.37297e-06,7.84821e-09,0.91282,0.0871804,"car"
elephant-1.gif,18.8584,12.8973,125.462,69.803,-3716.12,-239.508,-6531.19,0.534642,0,"elephant"
beetle-2.gif,0.22227,0.00183205,0.000570706,3.15504e-05,4.11996e-09,1.33213e-06,1.09352e-09,0.59308,0.40692,"beetle"
hammer-6.gif,0.569608,0.226649,0.0955476,0.0453108,0.00298077,0.0215286,-0.000368463,0.881134,0.118866,"hammer"
device3-4.gif,0.172662,2.52372e-06,6.48396e-07,1.57818e-07,-4.5559e-14,2.49952e-10,2.02943e-14,0.615228,0.384772,"device3"
lizzard-2.gif,0.373663,0.0158115,0.00140624,0.00296486,-5.44151e-06,-0.000366283,5.08187e-06,0.816254,0.183746,"lizzard"
children-3.gif,0.325816,0.0781173,0.000446951,0.000309969,1.15356e-07,8.65292e-05,6.15428e-08,0.923473,0.076527,"children"
spoon-2.gif,0.896774,0.749353,0.16823,0.154961,0.0250169,0.131676,0.0200696,0.875626,0.124374,"spoon"
elephant-2.gif,0.193486,0.00184537,5.42674e-05,8.68397e-05,4.81469e-09,-3.38573e-06,-4.16735e-09,0.584236,0.415764,"elephant"
lmfish-3.gif,0.499113,0.218362,0.000683552,9.51352e-05,-1.60596e-10,-1.43774e-05,-2.39085e-09,0.679849,0.320151,"lmfish"
Bone-9.gif,0.950188,0.804791,0.0252773,0.0166801,0.00034247,0.0149631,0.000152228,0.822011,0.177989,"Bone"
teddy-02.gif,0.1848,0.00181312,0.00114244,1.1671e-05,9.61497e-10,3.32877e-07,-1.00153e-09,0.681607,0.318393,"teddy"
chicken-10.gif,0.24016,0.0107345,0.00635646,0.000431654,3.14366e-09,8.18139e-06,2.89738e-07,0.613115,0.386885,"chicken"
device4-5.gif,0.23921,0.000188803,0.0114296,2.13703e-06,3.3392e-10,1.18061e-08,2.98102e-12,0.79304,0.20696,"device4"
face-8.gif,0.184392,0.00797904,0.000139026,1.70876e-05,8.20029e-10,1.47302e-06,5.0751e-10,0.569987,0.430013,"face"
teddy-09.gif,0.183439,0.00119581,0.00108624,5.82028e-06,2.59813e-10,1.89341e-07,3.08107e-10,0.692787,0.307213,"teddy"
Heart-8.gif,0.182049,0.00274304,0.000753056,3.41406e-05,-5.25638e-09,-1.75116e-06,-2.92485e-09,0.354207,0.645793,"Heart"
lizzard-10.gif,0.416041,0.0492288,0.00296725,0.00297745,-2.80795e-06,-0.00024612,5.94116e-06,0.629531,0.370469,"lizzard"
pocket-7.gif,0.274923,0.00838431,0.00233525,0.000192044,1.28248e-07,1.75385e-05,-4.58781e-09,0.503672,0.496328,"pocket"
