"","HuMoments1","HuMoments2","HuMoments3","HuMoments4","HuMoments5","HuMoments6","HuMoments7","BlackRate","WhiteRate","Fourier-0","Fourier-1","Fourier-2","Fourier-3","Fourier-4","Fourier-5","Fourier-6","Fourier-7","Fourier-8","Fourier-9","Fourier-10","Fourier-11","Fourier-12","Fourier-13","Fourier-14","Fourier-15","Fourier-16","Fourier-17","Fourier-18","Fourier-19","Fourier-20","Fourier-21","Fourier-22","Fourier-23","Fourier-24","ID-0","ID-1","ID-2","ID-3","ID-4","ID-5","ID-6","ID-7","ID-8","ID-9","ID-10","SD-0","SD-1","SD-2","SD-3","SD-4","SD-5","SD-6","SD-7","SD-8","className"
bat-2.gif,0.443949,0.127733,0.0349201,0.00539656,2.92292e-05,-4.08326e-05,-5.96088e-05,0.678132,0.321868,164413,118748,22773.3,42911.3,37857.3,47341.6,35991.6,13774.5,1004.74,1928.88,2891.84,877.704,4171.35,8936.96,10667.6,11614.5,11602.2,8223.47,4021.27,1947.19,4507.55,3604.9,1569.46,613.076,2040.81,2745,92,366,575,663,330,61918,158269,254621,350972,543675,16956.1,1425.87,499.107,251.022,75.3069,12.954,0,0,0,"bat"
dog-10.gif,0.298143,0.0351477,0.00298499,0.000120999,7.23421e-08,1.58314e-05,-3.91806e-08,0.619105,0.380895,29522.2,12507.6,4071.38,3476.21,1345.97,5502.5,3605.47,1975.98,2262.03,164.535,1301.21,3346.88,492.299,1989.67,1494.53,81.9576,1261.3,353.935,779.503,750.469,541.245,1585.89,1040.25,68.5084,341.856,25247,249,192,64,162,199,8,18971.4,37934.8,56898.2,94825,607.452,66.8197,21.8075,7.74812,3.76845,2.67329,1.63545,1.32965,0.493949,"dog"
hat-6.gif,0.169109,0.00175917,7.72012e-05,3.71393e-06,6.22573e-11,1.51801e-07,-2.1718e-11,0.247737,0.752263,1259.13,112.81,70.1179,207.279,544.632,644.629,393.219,38.6876,262.974,177.914,204.387,124.101,245.944,224.364,69.3852,96.3485,21.1857,134.141,50.4032,141.371,34.8234,4.84075,79.1533,40.2726,42.4815,275,42,39,58,85,54,434,1679.8,2925.6,4171.4,6663,10.3582,1.15091,0.414329,0.211392,0.127879,0.0856051,0.0612912,0.0158251,0,"hat"
personal_car-5.gif,0.267083,0.0428744,0.00141489,0.000232887,8.3309e-08,1.41327e-05,3.59204e-08,0.583017,0.416983,47341.2,22231.4,11796.3,12213.1,756.168,17680.6,16988.3,8351.9,965.377,4287.6,4045.66,5899.69,3351.73,558.553,2340.63,226.649,1881.78,1020.79,1051.3,572.193,142.309,700.849,202.642,1529.36,1139.39,2363,220,146,232,170,124,29924,34133,38342,42551,50969,506.854,56.3171,20.2741,10.3439,6.25745,4.18887,2.99913,1.83892,0.787429,"personal_car"
dog-4.gif,0.306938,0.0331699,0.00257162,7.15422e-05,6.18323e-09,-3.5095e-06,-2.84748e-08,0.594023,0.405977,28326.2,11094.5,2232.86,1435.98,3691.45,6702.52,4914.25,1617.32,3193.64,325.679,72.2497,5047.8,754.498,3108.87,1710.79,1369.5,1127.33,920.111,449.823,1137.8,935.596,389.868,20.1264,440.146,282.716,25250,46,184,303,204,138,4,23355,46706,70057,116759,870.175,96.0112,25.6952,7.93407,7.79939,5.05792,2.21055,0.938176,0,"dog"
bat-9.gif,0.327647,0.0490828,0.014704,0.00168112,1.63619e-06,-7.26127e-05,5.1472e-06,0.811453,0.188547,128690,4154.3,5762.38,7479.07,22919.4,23382.9,13453.3,8334.74,2745.48,11126.5,6029.66,191.754,4669.43,6347.37,1247.52,1185.29,1935.06,939.973,812.938,1064.7,1580.48,1720.52,1609.93,932.174,1207.43,3372,10,345,114,365,330,15,21384.8,42754.6,64124.4,106864,4676.95,465.787,196.371,90.3972,36.2902,6.55339,0,0,0,"bat"
guitar-7.gif,0.29033,0.0381864,0.0213033,0.0117924,0.000186901,0.00230325,-0.000181927,0.639141,0.360859,114612,60783.3,1138.02,6303.03,19794.5,23568.1,42043.2,4487.94,25488.9,8303.52,4008.34,8404.46,621.464,1320.97,2694.4,1063.35,1763.63,22.6281,6382.58,29.4798,6059.28,1581.78,773.961,274.71,2676.5,16461,43,406,393,435,391,8,25526.6,51045.2,76563.8,127601,20559.2,2284.36,552.586,153.611,41.8094,3.6814,0,0,0,"guitar"
fly-2.gif,0.29603,0.0224178,0.00693962,0.000201932,2.35884e-07,2.30848e-05,2.23209e-07,0.642473,0.357527,31327.3,3078.25,8331.97,510.809,1840.18,3691.99,2537.3,4502.58,1672.48,2422.86,316.903,50.6224,375.999,286.598,14.7296,85.6017,988.22,1587.88,873.666,511.917,332.097,1442.96,595.232,218.496,352.649,57183,47,264,321,136,217,4,24063.4,48122.8,72182.2,120301,1046.63,94.8974,14.4727,8.77845,2.08966,0,0,0,0,"fly"
horseshoe-3.gif,0.571827,0.00591099,0.00986625,0.0100101,-9.88962e-05,-0.000761791,-2.21532e-06,0.671078,0.328922,19829.2,3776.02,506.826,1301.46,1636.04,3825.82,2108.63,332.06,818.21,781.92,547.667,2364.63,447.92,1818.51,270.826,225.159,414.468,534.33,768.519,1313.78,1026.78,199.865,213.921,673.124,101.858,14193,103,106,162,194,101,8,16474.4,32940.8,49407.2,82340,0,0,0,0,0.0348526,0.661046,0.54568,0.409866,0.211648,"horseshoe"
children-2.gif,0.328673,0.0799403,0.000408456,0.000288751,9.91515e-08,8.16363e-05,4.4387e-08,0.923651,0.0763494,78031.6,13201.4,23110.7,6958.59,2423.15,3072.93,1852.76,2745.79,2706.91,977.743,411.839,287.072,1212.45,482.714,1135.73,1092.41,20.479,185.524,222.727,690.675,456.491,7.04638,100.368,87.0473,645.314,258,74,96,83,96,164,9318,10497.6,11677.2,12856.8,15216,688.754,76.5282,24.9673,4.11803,0,0,0,0,0,"children"
cup-5.gif,0.174037,0.000160215,0.000343815,2.66214e-05,2.45003e-09,-1.25557e-07,-2.38581e-09,0.703166,0.296834,76527.6,139.386,12622.4,2742.67,11370.8,10587.2,8633.83,7720.86,7657.77,3040.62,2764.85,1847.89,1770.16,150.343,2680.8,538.27,1201.64,1462.42,710.728,874.332,1073.35,371.911,1711.9,502.366,970.704,2267,95,252,40,228,229,25874,31733.8,37593.6,43453.4,55173,1122.98,124.776,44.9192,22.918,13.8639,9.28083,6.64485,4.99102,2.91431,"cup"
brick-07.gif,0.248245,0.0327384,7.53012e-06,4.91131e-07,-6.72391e-13,-3.67027e-08,1.83066e-13,0.846788,0.153212,85845.1,4476.94,19424.4,566.674,2470.81,2162.22,6085.58,6859.4,2556.07,887.376,3379.27,34.107,292.63,882.325,1410.96,206.982,1563.48,808.585,322.018,152.894,744.577,305.849,149.746,490.236,361.92,2235,56,207,39,190,174,14694,16654.2,18614.4,20574.6,24495,826.505,91.8339,33.0602,16.8674,9.16745,4.45591,0.592216,0.129141,0,"brick"
pencil-6.gif,0.859564,0.70852,0.0136508,0.0113732,0.000141688,0.00949379,1.02899e-05,0.782838,0.217162,66369.2,48871.2,11293.7,16672.9,19060.2,12147.3,7446.5,237.868,2739.99,1143.66,6926.24,5616.45,3791.44,3227.56,3175.35,386.39,754.491,1285.51,960.783,197.556,1575.26,1409.33,1076.81,1356.31,2128.15,2436,406,103,339,31,296,19221,22164.4,25107.8,28051.2,33938,3898.8,57.9,0,0,0,0,0,0,0,"pencil"
truck-05.gif,0.205164,0.0120693,0.000596247,4.54581e-05,5.41543e-09,2.04497e-06,-1.23407e-09,0.965436,0.0345644,97878.7,46265.3,11594.2,11412.4,7431.72,1276.34,1049.22,735.204,687.274,675.832,235.741,336.863,387.847,367.292,274.103,117.922,13.595,91.403,216.917,125.946,128.338,117.842,267.951,159.122,124.319,2102,82,9,95,35,72,3660,4123.8,4587.6,5051.4,5979,206.626,22.9585,8.26505,4.21686,2.55094,1.4942,0.802358,0.315679,0,"truck"
hat-8.gif,0.201158,0.00710006,0.00260729,0.000184745,-5.15438e-08,-9.3221e-06,1.24914e-07,0.326,0.674,12062.1,6168.56,2605.63,5257.08,4214,6281.82,1871.83,1984.31,3795.4,3169.66,1783.06,542.83,558.491,1025.24,76.401,556.054,633.507,282.27,75.2158,306.235,440.099,327.942,57.3424,177.514,238.226,2268,154,31,278,145,43,13625,20574.8,27524.6,34474.4,48374,301.656,33.5173,12.0662,6.15625,3.72415,2.49303,1.73614,1.09455,0.664602,"hat"
device5-2.gif,0.237155,3.8573e-05,2.55235e-05,1.20037e-05,8.10137e-11,3.84218e-08,-1.86011e-10,0.812483,0.187517,252979,49331.5,1524.32,19310.3,16212.7,12719.8,5802.41,4569.77,13195.4,17795.3,1168.73,1192.92,4771.44,3391.39,2109.38,3816.41,2824.79,923.835,2906.89,3403.37,526.067,2035.49,605.885,1704.42,41.1547,2382,266,270,300,246,307,49790,69744.4,89698.8,109653,149562,12851.2,1427.91,514.048,195.893,5.14166,0,0,0,0,"device5"
butterfly-2.gif,0.298626,0.0246945,0.00700363,0.000331828,-5.05359e-07,-5.21308e-05,5.05176e-07,0.794105,0.205895,364495,23591,29571.7,15538.8,67148.8,92852.6,13908.9,840.91,19257.8,3665.51,1318.96,17043,3185.16,17.1001,11195.3,2287.16,5399.13,1776.85,181.788,1550.91,2966.52,3659.95,384.657,382.31,2468.07,179372,202,522,730,172,298,0,67340.6,134681,202022,336703,46528.6,3829.87,1234.33,645.87,439.076,83.5995,18.4237,0,0,"butterfly"
rat-07.gif,0.27638,0.0241757,0.000760065,0.000633122,2.77485e-07,8.12971e-05,2.70748e-07,0.868736,0.131264,88069.9,12096.8,7830.03,828.899,4751.06,2976.64,1817.4,2322.02,1972.74,1108.12,442.969,132.029,1288.12,2875.19,2261.96,437.312,300.031,790.769,740.873,332.21,51.1493,870.482,88.4387,398.64,1.51068,2140,119,115,71,183,190,28013,33488.2,38963.4,44438.6,55389,1046.05,116.227,36.2887,20.5572,9.16745,2.96171,2.75094,0,0,"rat"
truck-09.gif,0.229567,0.0193951,0.0012736,0.000158687,5.16332e-08,9.72606e-06,-2.03542e-08,0.96587,0.0341304,97921.9,45265,11452.7,10296.8,7149.56,480.441,224.54,105.122,1265.88,1508.21,56.1241,67.151,639.08,355.014,141.052,74.3992,356.1,13.1607,117.759,274.707,2.28354,247.843,13.433,179.509,70.2822,298,60,68,51,45,127,3205,3695.4,4185.8,4676.2,5657,116.227,12.9141,4.64909,2.37198,1.4349,0.800463,0.45849,0.129141,0.100543,"truck"
rat-02.gif,0.276261,0.022128,0.00103677,0.000739235,4.31963e-07,9.85208e-05,2.55956e-09,0.865126,0.134874,87703.9,9613.35,8369.57,1327.59,5547.85,2872.84,1331.64,6961.72,178.922,2865.89,1755.1,971.323,1025.79,82.6914,1886.27,80.955,821.087,154.762,508.322,750.217,1386.85,885.228,83.0373,280.627,1437.73,2154,111,119,74,196,184,27130,32754,38378,44002,55250,1033.13,115.151,33.3185,16.8674,7.45353,3.30858,2.99929,0.229585,0,"rat"
dog-3.gif,0.626961,0.0448991,0.0974792,0.00225468,1.39473e-05,6.87801e-05,-3.27664e-05,0.805776,0.194224,172926,53975.1,9679.99,2528.45,7317.28,10991,14713.5,672.96,10837,3959.7,2069.04,10698.4,276.475,5501.84,550.537,3787.56,5823.13,2418.96,1625.68,3324.72,957.151,5777.71,2982.92,4360.62,2061.62,129527,83,407,521,449,325,0,86292.4,172585,258877,431462,1346.43,777.631,196.565,106.983,63.1994,51.2316,20.3017,13.3655,3.68929,"dog"
face-3.gif,0.188109,0.0091495,0.000215417,2.32593e-05,1.59525e-09,2.0837e-06,1.23687e-09,0.56232,0.43768,50976.3,4488.75,443.929,239.737,13145.4,20113.6,3754.58,7955.28,10603,2164.07,6174.95,4902.02,2682.18,4672.42,3238.71,2080.32,705.265,2452.56,626.712,1625.25,1603.67,220.709,270.639,212.691,1288.4,2189,140,216,163,188,243,37060,40244.8,43429.6,46614.4,52984,1951.64,216.849,78.0655,39.8293,24.0943,8.94743,0.409994,0,0,"face"
fly-6.gif,0.302416,0.000925198,0.0182875,4.91134e-05,3.51532e-08,-8.32203e-07,4.41524e-08,0.716149,0.283851,50626.3,12083.7,1215.43,3570.36,8545.93,1691.44,8545.92,1784.88,2385.52,3992.17,1456.74,2118.19,715.051,3065.59,1251.25,2079.49,1202.52,230.514,234.964,1615.1,474.755,499.928,763.59,173.438,159.97,4-2147483648,109,-2147483648,28131,-2147483648,-2147483648,9,35932,71855,107778,179624,1762.8,184.36,42.055,18.1485,8.89417,4.53989,2.61102,1.28076,0,"fly"
carriage-02.gif,0.393635,0.104251,0.00227699,0.00172775,3.42649e-06,0.000557843,1.99454e-06,0.907947,0.0920533,92045.1,9795,11696.3,5800.48,898.325,2258.27,2311.36,2324.18,657.895,710.991,1845.41,230.241,532.787,673.573,1744.81,1094.02,72.2321,24.2636,298.211,623.946,475.774,479.36,509.387,150.772,576.094,1214,117,201,22,121,159,35573,42379.4,49185.8,55992.2,69605,293.797,27.9806,9.68561,4.80986,0.797169,0,0,0,0,"carriage"
hammer-8.gif,0.414118,0.0849172,0.0502567,0.0175815,0.000521927,0.00510163,8.14297e-05,0.897247,0.102753,58802.8,9684.46,2289.67,184.496,5550.3,1497.96,7949.21,1398.38,3871.7,4499.36,15.9519,934.311,2260.63,1438.58,300.163,521.995,401.71,224.482,696.691,493.786,364.018,746.425,174.371,433.557,485.453,2106,88,135,178,23,138,2900,4603.4,6306.8,8010.2,11417,300.547,33.3941,1.00182,2.64086,1.85523,1.24193,0.889193,0.12059,0,"hammer"
frog-2.gif,0.184569,0.00481295,0.000314196,9.52287e-06,3.83526e-10,5.06345e-07,1.90759e-10,0.43012,0.56988,17222.2,5510.38,2365.45,514.462,3587.33,7900.37,3942.33,4243.89,2487.75,1623.52,857.675,1309.58,925.256,60.9372,1398.19,65.4622,119.873,595.124,749.769,143.642,401.256,462.995,130.421,197.764,438.474,12219,118,95,210,156,104,8,16738.4,33468.8,50199.2,83660,510.064,56.6737,20.4025,10.4095,5.73035,3.30909,2.1806,1.20715,0.207379,"frog"
device1-7.gif,0.176907,5.81981e-07,2.39256e-08,1.46047e-09,3.3647e-18,-1.02038e-12,-1.07658e-18,0.617043,0.382957,161754,7832.5,143.752,4006.64,35516.1,64488.6,19533.1,123.53,12089.3,2611.87,4715.88,6656.83,1412.52,5660.67,8825.4,408.465,5705.76,875.454,584.158,2320.6,476.838,469.825,808.463,682.786,1055.06,5466,72,450,661,429,390,11,69673,139335,208997,348321,14726.8,1636.31,589.073,300.547,181.813,99.4925,1.38319,0,0,"device1"
shoe-5.gif,0.242658,0.0282604,0.00216471,0.000523657,5.56171e-07,8.74506e-05,-3.14181e-07,0.511152,0.488848,67697.2,30583.4,8305.76,2270.28,3882.66,28211.7,21058.1,8157.6,2639.7,293.159,2630.22,3482.96,3195.69,1271.37,4025.61,6.52792,2169.34,1745.37,1367.83,2906.75,234.59,1464.47,313.366,793.732,1936.73,2458,387,5,455,133,96,73002,80542.4,88082.8,95623.2,110704,3306.78,367.42,132.271,63.3536,30.6184,20.4966,13.2774,4.93018,2.55405,"shoe"
stef-09.gif,0.605874,0.0770214,0.256862,0.0820255,0.0117025,0.00336566,-0.00183502,0.972348,0.0276515,82144.2,62017.5,19878.1,9765.8,11827.5,9132.14,11788.8,4274.69,4215.97,3898.98,23.4861,1258.99,3476.44,3293.87,430.212,3756.96,2918.58,835.599,87.6498,959.193,1561.64,1082.49,194.071,790.32,193.698,5358,249,246,119,126,153,1,6316,12631,18946,31576,269.045,20.3278,3.98186,0.603978,0.465015,0.555877,0.270637,0.0358726,0.214119,"stef"
Bone-5.gif,0.970799,0.855263,0.012566,0.00987666,0.000110014,0.00912976,5.48747e-05,0.821328,0.178672,128721,15558.4,5698,10693.7,14295.7,4872.34,36606.2,9664.24,3687.74,2089,1115.16,902.788,2372.72,3926.82,1766.23,5280.14,2464.42,5777.35,1119.22,2698.91,919.865,2722.45,697.248,2872.34,1207.85,4428,453,108,432,136,169,3259,30238.8,57218.6,84198.4,138158,7846.13,461.407,127.375,40.3369,11.2764,9.52861,21.5595,19.5654,3.02234,"Bone"
bottle-06.gif,0.37515,0.113135,0.00304442,0.00200216,4.94308e-06,0.000673253,2.88426e-06,0.944267,0.0557331,95727.7,26370.4,9841.86,337.132,1005.2,2349.42,4256.49,3950.78,3465.26,4821.46,938.146,375.317,934.325,1333.54,1222.07,1070.71,452.081,99.4673,882.792,775.676,524.71,28.48,27.3008,98.3213,322.873,2130,45,131,2,171,189,5303,6199.4,7095.8,7992.2,9785,1046.05,116.227,16.0135,0,0,0,0,0,0,"bottle"
fountain-07.gif,0.204665,0.00530056,0.00199184,2.20053e-05,3.58153e-09,-1.44683e-06,2.84447e-09,0.818016,0.181984,71560.9,5253.37,22603.1,3179.85,2939.27,7380.45,4314.4,2628.05,3025.36,1679.02,201.726,678.047,1084.78,1448.58,976.611,1001,667.94,446.062,629.847,805.062,232.197,679.387,346.256,5.28598,379.97,2203,146,88,139,157,96,18933,22072.8,25212.6,28352.4,34632,1348.42,149.824,53.9367,23.0839,7.53248,0,0,0,0,"fountain"
teddy-06.gif,0.184036,0.00133744,0.00100347,3.08242e-06,1.11223e-10,1.0935e-07,1.31212e-10,0.686248,0.313752,60033.6,3983.9,15494.6,1757.71,211.925,5210.12,1718.01,5267.89,3195.33,3543.28,2717.73,1193.79,481.358,1686.51,1631.48,1950.69,329.803,497.731,313.268,1204.95,1555.94,380.973,111.338,40.5176,86.4343,2226,212,26,215,148,126,33152,37340.4,41528.8,45717.2,54094,1604.73,178.303,64.1891,22.7996,11.4879,8.58821,4.74772,0.383847,0,"teddy"
car-04.gif,0.241661,0.0289814,0.000805529,8.80824e-05,1.31862e-08,4.37297e-06,7.84821e-09,0.91282,0.0871804,92540,26882.6,11842.9,820.489,4260.84,2370.34,1693.72,1485.98,1421.25,3014.54,378.25,1283.44,797.689,211.858,40.0122,788.479,314.786,427.898,673.307,606.536,141.755,645.816,231.244,100.506,48.7594,2175,115,27,156,81,11,10003,11106.2,12209.4,13312.6,15519,206.626,22.9585,8.26505,4.21686,2.55094,1.70765,0.91698,0.459169,0.212257,"car"
elephant-1.gif,18.8584,12.8973,125.462,69.803,-3716.12,-239.508,-6531.19,0.534642,0,250500,7688.4,14421.7,4001.19,63842.2,54088.1,18770,9358.38,1515.23,35311.7,8291.96,20978.2,127.127,7467.74,692.383,26510.3,3136.27,4893.15,1502.98,19158.6,14463.1,6514.24,4101.38,5692.75,7884.5,434798,466,195,21289,46044,480,21,141164,282308,423451,705738,50196.2,5577.36,2007.85,1024.41,619.707,414.845,208.637,0,0,"elephant"
beetle-2.gif,0.22227,0.00183205,0.000570706,3.15504e-05,4.11996e-09,1.33213e-06,1.09352e-09,0.59308,0.40692,49059.2,13272.3,3763.79,1627.36,2388.84,6365.63,18399.1,9938.48,2972.05,20.1447,3748.79,1023.74,3277.77,3913.34,1844.96,1762.72,2112.65,491.076,1542.19,644.552,73.8041,98.9686,671.613,1058.18,642.599,16-2147483648,236,336,34314,-2147483648,214,8,17807.8,35607.6,53407.4,89007,3406.23,379.056,135.09,48.1174,23.1239,7.07577,5.26873,2.21286,0,"beetle"
hammer-6.gif,0.569608,0.226649,0.0955476,0.0453108,0.00298077,0.0215286,-0.000368463,0.881134,0.118866,57746.5,1798.41,384.441,3988.35,5724.49,6228.46,1752.59,32.4787,1780.2,3911.67,804.916,203.566,1515.14,1027.61,2921.61,75.3233,1750.44,347.249,1093.33,385.895,348.228,750.896,626.529,711.647,579.286,2219,27,81,186,222,107,3205,5657.6,8110.2,10562.8,15468,676.231,37.5684,0,0,3.58162,1.70765,0.0617495,0,0,"hammer"
device3-4.gif,0.172662,2.52372e-06,6.48396e-07,1.57818e-07,-4.5559e-14,2.49952e-10,2.02943e-14,0.615228,0.384772,191560,3858.4,642.92,673.339,23858.5,99556.2,3063.15,97.0347,2372.84,13025.3,4441.75,2121.12,645.229,6626.34,63.069,10432.5,1782.22,626.538,695.6,6991.59,8114.16,612.895,268.795,2394.68,5776.61,2512,519,23,524,13,9,150821,161691,172561,183430,205170,24790.1,2754.46,991.605,505.921,306.051,204.877,146.687,43.1899,0,"device3"
lizzard-2.gif,0.373663,0.0158115,0.00140624,0.00296486,-5.44151e-06,-0.000366283,5.08187e-06,0.816254,0.183746,190802,699.662,4498.52,5562.5,33672.6,56029,6226.69,7527.51,8077.35,16695,486.446,6219.19,7787.6,1264.81,761.175,693.692,4096.22,4028.32,528.504,6834.44,3436.29,1155.11,3469.83,3290.2,1867.21,11372,181,436,598,216,239,1,46703.6,93406.2,140109,233514,1451.64,646.003,172.113,87.3569,54.2241,30.0849,26.3855,9.56183,2.18951,"lizzard"
children-3.gif,0.325816,0.0781173,0.000446951,0.000309969,1.15356e-07,8.65292e-05,6.15428e-08,0.923473,0.076527,78016.6,13209.5,23073.6,6900.92,2480.08,3056.16,1856.75,2737.92,2699.73,969.339,412.963,290.859,1215.14,488.531,1126.18,1101.92,22.6506,183.065,236.934,708.754,447.855,4.3988,96.4236,93.1185,647.471,258,74,106,78,96,167,9228,10670,12112,13554,16438,688.754,76.5282,26.2588,4.11803,0,0,0,0,0,"children"
spoon-2.gif,0.896774,0.749353,0.16823,0.154961,0.0250169,0.131676,0.0200696,0.875626,0.124374,57385.3,18489,1759.29,1529.09,5965.65,179.655,12903.5,353.884,4087.7,3141.22,3202.59,804.285,547.716,57.9724,505.759,656.875,1897.89,930.943,1429.09,1217.9,537.333,437.506,308.584,816.534,377.022,2302,282,34,314,19,41,23650,27789,31928,36067,44345,1316.98,91.8339,32.4758,18.3583,12.3682,8.46928,0.703945,0,0,"spoon"
elephant-2.gif,0.193486,0.00184537,5.42674e-05,8.68397e-05,4.81469e-09,-3.38573e-06,-4.16735e-09,0.584236,0.415764,285572,55141.9,21627.2,5458.02,50343.3,73301,40763.1,5432.32,95.2277,19003.3,19855.1,3329.93,982.395,12731.5,2538.03,6071.17,2758.58,7552.76,7364.93,3003.33,8648.11,3782.63,4617.51,2876.35,1872.48,1686,574,316,457,432,298,627003,708706,790409,872111,1.03552e+06,42092.5,4676.94,1683.7,859.031,493.139,347.872,189.38,114.571,74.0094,"elephant"
lmfish-3.gif,0.499113,0.218362,0.000683552,9.51352e-05,-1.60596e-10,-1.43774e-05,-2.39085e-09,0.679849,0.320151,49474.2,750.214,6085.6,1416.83,18954.2,13175.1,590.822,2442.74,4561.37,2139.62,9508.78,2764.36,5536.88,7985.82,1106.12,3165.22,1581.6,1663.1,1869.52,751.823,339.649,1333.04,1849.24,1849.14,1147.93,1390,413,37,412,28,326,106248,125476,144704,163933,202389,4085.89,291.5,25.4934,0,0,0,0,0,0,"lmfish"
Bone-9.gif,0.950188,0.804791,0.0252773,0.0166801,0.00034247,0.0149631,0.000152228,0.822011,0.177989,128828,16332.8,5261.04,10040.7,13928.8,3121.41,37813.6,9222.9,2823.7,2054.79,623.8,2132.14,2248.59,5491.49,710.689,4181.34,775.032,4237.21,1438.03,1162.17,941.841,3128.51,719.452,1571.95,373.417,5435,453,105,445,126,167,781,28249,55717,83185,138121,7896.04,468.616,134.762,41.0499,9.24292,16.8298,16.0072,13.5538,4.11038,"Bone"
teddy-02.gif,0.1848,0.00181312,0.00114244,1.1671e-05,9.61497e-10,3.32877e-07,-1.00153e-09,0.681607,0.318393,59627.6,4842.97,16192.1,1873.35,483.123,3603.49,1057.5,6118.54,3058.22,3757.82,1136.68,1098.47,283.963,2255.7,171.461,1103.5,945.69,783.032,87.383,589.275,716.599,117.976,485.602,28.9062,799.591,2220,214,30,204,156,132,34991,41094.6,47198.2,53301.8,65509,1604.73,178.303,64.1891,17.8531,12.0726,8.72636,4.71475,0.235261,0,"teddy"
chicken-10.gif,0.24016,0.0107345,0.00635646,0.000431654,3.14366e-09,8.18139e-06,2.89738e-07,0.613115,0.386885,11846.3,2302.41,926.43,3088.79,1119.69,548.458,2560.66,2066.65,1851.67,766.687,1047.95,687.907,95.6134,358.027,345.102,654.03,421.669,355.615,103.799,98.4418,214.24,445.879,152.271,114.291,151.914,3127,18,133,143,117,134,24,5026.8,10029.6,15032.4,25038,157.522,17.5024,4.99639,1.72038,0.493774,0.264434,0.171124,0.0410212,0,"chicken"
device4-5.gif,0.23921,0.000188803,0.0114296,2.13703e-06,3.3392e-10,1.18061e-08,2.98102e-12,0.79304,0.20696,246925,4337.1,15724.9,13947.4,28872,41075.2,9240.98,4149.19,19746.7,14430.8,3534.2,7653.38,4775.82,8542.79,5719.34,3584.06,5866.41,105.422,3174.19,3892.94,3554.81,1250.35,2232.79,35.3146,809.706,2438,366,381,59,424,392,103854,124722,145590,166459,208195,25841.2,2241.03,830.965,329.456,75.1661,0,0,0,0,"device4"
face-8.gif,0.184392,0.00797904,0.000139026,1.70876e-05,8.20029e-10,1.47302e-06,5.0751e-10,0.569987,0.430013,51671.3,4112.92,1545,153.208,13627.6,21530.8,3873.96,7977.2,8510.46,3412.78,2561.96,6327.03,2628.87,3527.67,3123.67,1049.13,578.309,868.046,1495.27,2000.45,553.934,729.893,1390.74,265.752,722.536,2192,140,222,155,187,238,37341,40128.4,42915.8,45703.2,51278,1951.64,216.849,78.0655,39.8293,24.0943,8.68497,0.170831,0,0,"face"
teddy-09.gif,0.183439,0.00119581,0.00108624,5.82028e-06,2.59813e-10,1.89341e-07,3.08107e-10,0.692787,0.307213,60605.7,3372.89,14964.7,1363.26,353.437,6397.98,2021.14,4166.79,2718.47,2623.18,2828.6,377.145,1174.65,787.87,3183.29,2518.09,129.372,490.055,919.871,1504.7,2017.25,146.696,252.553,391.72,781.081,2218,209,42,193,150,135,27275,31729.8,36184.6,40639.4,49549,1348.42,149.824,53.9367,23.425,9.18344,7.25278,3.9894,0.532433,0,"teddy"
Heart-8.gif,0.182049,0.00274304,0.000753056,3.41406e-05,-5.25638e-09,-1.75116e-06,-2.92485e-09,0.354207,0.645793,60031.2,3483,4106.85,24617.8,8071.95,16383.9,4115.11,8966.59,11500.7,4882.1,4052.81,2341.97,692.781,4337.3,7355.41,2387.67,5445.91,2057.05,3908.57,3053.51,2129.18,1915.11,636.471,2329.97,88.6593,3445,103,29657,-2147483648,342,29656,7762,35959.6,64157.2,92354.8,148750,8635.92,959.547,345.437,176.243,106.616,71.3713,28.8077,17.9915,0,"Heart"
lizzard-10.gif,0.416041,0.0492288,0.00296725,0.00297745,-2.80795e-06,-0.00024612,5.94116e-06,0.629531,0.370469,102183,71073,9852.86,25454,19553.2,16026.9,12366,8027.24,8388.41,8995.09,5549.07,4916.59,4109.92,5005.89,6093.73,4538.51,1159.99,758.077,3259.89,4947.38,1042.73,1415.32,1242.27,80.2847,2121.16,10524,297,576,291,227,488,8,72571.2,145134,217698,362824,470.406,245.255,107.521,43.6753,25.0169,16.7468,8.53393,6.77753,4.52537,"lizzard"
pocket-7.gif,0.274923,0.00838431,0.00233525,0.000192044,1.28248e-07,1.75385e-05,-4.58781e-09,0.503672,0.496328,7955.19,1799.06,973.69,478.216,652.08,544.908,185.145,402.778,1305.53,795.659,443.224,63.1466,328.76,302.982,654.624,41.1427,62.5753,404.979,43.5012,343.141,313.493,327.621,209.744,175.084,26.7105,30112,93,70,77,141,108,0,5789,11578,17367,28945,59.3532,8.60678,3.11856,2.44311,0.894211,0.415697,0,0,0,"pocket"
Misk-5.gif,0.208502,0.00650919,0.000394651,4.83407e-05,-5.9597e-09,-3.3992e-06,6.64236e-09,0.359131,0.640869,46603.2,1143.99,5383.52,2083,455.735,10822.9,4649.41,4610.56,7958.98,6606.53,7195.58,5326.97,1762.55,2512.39,3427.4,932.525,2307.5,2819.09,1088.46,2596.45,1959.05,984.218,1154.91,987.294,56.4384,5321,111,402,514,210,291,4069,26288,48507,70726,115164,5967.58,663.065,238.703,121.787,65.6126,37.4673,25.5297,8.02657,0,"Misk"
