"","Values0","Values1","Values2","Values3","Values4","Values5","Values6","Values7","Values8","Values9","Values10","Values11","Values12","Values13","Values14","Values15","Values16","Values17","Values18","Values19","Values20","Values21","Values22","Values23","Values24","ModelName"
frog-10.gif,37608.2,14084.7,34.7599,2176.2,2958.46,4819.69,1246.58,5112.5,5429.59,2698.46,3876.79,6334.54,3131.02,1454.98,2925.86,1648.79,878.074,537.105,1742.93,1449.36,1028.11,1663.31,476.65,596.476,39.7766,"frog"
classic-9.gif,169682,111268,4693.94,69798.3,46685.3,50542.4,56756.6,28934.8,2958.78,14314.5,7414,6101.63,56.9156,4552.69,989.13,9696.77,13150.5,12528.7,5996.8,3167.27,9848.58,7627.36,4176.46,2911.01,3796.6,"classic"
spoon-6.gif,55000.3,8469.24,586.838,5174.89,933.911,5895.92,7073.58,4738.71,3211.99,132,3834.72,1915.06,1582.75,1453.48,3450.74,1101.85,867.05,65.287,1151.61,605.28,779.908,1722.96,576.864,430.073,508.283,"spoon"
cattle-5.gif,309095,4235.04,2977.2,14677.3,58502.5,73644.7,4134.77,24702.9,6100.12,31485.5,19550.2,13166.2,1120.13,9145.76,10448.7,189.332,5002.17,1562.54,6871.85,2134.87,2633.46,6713.78,720.446,2615.01,2138.43,"cattle"
face-1.gif,52337.3,4270.81,1039.89,155.168,13420.1,21005.8,3482.89,8252.83,8898.62,3442.13,2798.36,5960.9,2587.77,3262.91,3061.13,981.793,429.098,876.651,1405.35,1995.41,706.285,743.895,1564.51,324.882,855.755,"face"
lmfish-10.gif,36005.2,18264.6,6462.57,8246.45,202.794,12865.2,10157.6,3997.49,966.12,2468.45,849.927,737.331,276.28,376.989,1514.99,290.572,589.547,541.973,1095.06,759.935,352.821,1038.75,185.599,361.093,773.104,"lmfish"
apple-6.gif,32156.3,6244.51,227.458,1712.07,9454.11,17164.7,1877.63,1295.66,834.806,1497.04,3030.79,1812.52,302.012,134.619,3211.88,2538.8,427.862,944.484,406.359,135.995,1138.14,428.799,497.219,1221.26,674.002,"apple"
device3-4.gif,191560,3858.4,642.92,673.339,23858.5,99556.2,3063.15,97.0347,2372.84,13025.3,4441.75,2121.12,645.229,6626.34,63.069,10432.5,1782.22,626.538,695.6,6991.59,8114.16,612.895,268.795,2394.68,5776.61,"device3"
hat-2.gif,4384.14,2533.27,911.866,2490.72,1624.65,2370.88,2332.66,312.754,1185.77,828.729,398.563,903.048,392.806,158.403,177.595,15.7223,410.265,344.473,43.3508,110.31,70.0794,17.1032,66.6265,44.2187,130.557,"hat"
device8-9.gif,270124,31122,8628.42,21398,38757.7,43639.7,10877,2879.37,23819.5,1648.05,5692.32,9375.26,2200.34,6954.25,4135.44,832.502,7904.7,235.971,1960.13,1110.64,1143.74,2546.89,1564.97,1692.81,1206.73,"device8"
hammer-9.gif,58802.8,3545.45,938.151,3725.44,5683.44,754.362,5612.9,2898.06,6894.16,2950.13,817.321,179.697,195.92,291.618,938.598,899.031,405.72,597.178,555.686,660.645,61.917,957.814,246.399,138.779,236.873,"hammer"
flatfish-7.gif,38647.1,19341.7,13320.3,20588.1,3813.67,9599.38,10007.8,6089.96,949.483,6796.66,2013.63,4428.5,5464.89,3977.77,1179.37,1913.19,4003.61,4257.32,2651.63,866.625,1540.82,2834.81,2764.95,1687.06,931.493,"flatfish"
hammer-10.gif,58802.8,2580.25,2289.68,2480.64,5550.27,1497.96,6372.02,612.354,4905.49,3073.67,15.9519,1084.84,424.42,601.821,1043.56,521.995,464.102,542.466,786.418,269.23,364.018,562.861,40.1356,507.567,593.559,"hammer"
jar-6.gif,214894,53959.3,1493.4,23524.9,6772.24,19400.9,1257.32,231.379,9100.27,7761.07,2784.24,4721.91,1708.71,2879.08,548.867,925.609,1473.83,261.742,1853.18,1872.37,576.499,49.6963,429.921,88.7408,710.57,"jar"
fly-3.gif,31327.3,2802.13,3060.24,1164.72,5045.07,5786.77,3996.63,2264.8,2090.34,6089.69,1378.52,372.94,630.597,961.157,10.1082,505.448,1356.49,602.466,1071.53,47.2871,572.378,960.915,1032.52,87.1513,181.341,"fly"
shoe-5.gif,67697.2,30583.4,8305.76,2270.28,3882.66,28211.7,21058.1,8157.6,2639.7,293.159,2630.22,3482.96,3195.69,1271.37,4025.61,6.52792,2169.34,1745.37,1367.83,2906.75,234.59,1464.47,313.366,793.732,1936.73,"shoe"
Glas-1.gif,60178.1,20737.9,10770.3,3218.1,15415.7,5901.35,6343.13,9924.08,18536,9092.21,2678.97,3556.2,1448.45,1964.97,5186.86,2702.7,5282.21,2086.21,7334.76,507.662,1078.17,1240.97,1204.47,81.5836,1629.89,"Glas"
lizzard-9.gif,51868.2,21491.8,9582.68,7320.22,2116.86,6773.47,16935.3,8855.42,6798.87,4668.1,2862.18,3173.44,1413.94,521.517,3369.27,995.979,1376.15,1204.17,699.743,862.606,2125.23,1673.31,126.975,372.89,560.294,"lizzard"
car-08.gif,90460.7,22456.3,9863.68,3594.54,1142.3,933.153,742.741,3056.49,615.818,2973.9,622.018,724.251,1789.25,1786.24,516.942,375.503,630.154,213.757,447.751,328.218,340.24,69.5345,86.9217,66.0312,288.642,"car"
guitar-9.gif,37113.2,26084.1,6206.82,3510.15,3220.92,1657.88,1434.9,2907.91,3389.69,2782.75,2855.89,2506.49,1819.9,3098.63,5373.32,84.6687,1090.06,1688.94,1788.26,1928.49,1.82754,256.435,168.13,341.703,883.315,"guitar"
Heart-3.gif,58861.2,5398.09,12004.5,26108.3,245.865,6988.55,14871,2467.61,6488.57,13063.6,2445.12,729.16,10664.7,2639.91,3485.14,2595.25,5908.58,296.324,1408.15,724.706,2812.83,986.119,893.728,3160.27,999.361,"Heart"
device7-6.gif,146832,329.881,88.681,603.236,37009.1,73674.9,1510.59,97.4763,995.944,18777.4,12565.8,33.7259,65.2635,1785.21,2161.83,4387.33,399.641,62.6312,1050.86,2105.61,3875.99,75.1557,16.5786,1034.27,904.21,"device7"
device1-8.gif,153298,1822.18,38.9505,6386.72,36982.3,69018.6,1003.24,68.1047,1528.67,20776.1,10611,65.0732,958.723,4361.73,970.881,3593.06,2478.44,65.5981,2086.77,562.176,1435.66,805.198,1310.29,1916.65,1647.9,"device1"
stef-07.gif,82256.2,21337.5,19029.5,5370.52,4352.42,1423.22,1167.55,2590.55,2485.99,1151.57,1249.75,326.327,69.8502,736.4,1232.12,2.79247,231.421,169.69,92.2601,234.431,295.191,384.724,235.389,60.7797,149.015,"stef"
hammer-7.gif,57746.5,1225.99,1156.45,518.669,6597.45,7357.42,2248.33,950.939,4934.31,5230.72,110.953,2111.26,1186.49,44.9323,1312.13,574.098,789.182,531.199,689.379,726.612,1.69055,1045.94,598.185,251.792,210.471,"hammer"
shoe-7.gif,87041.4,23275.5,17464.9,1006.91,3882.43,9552.96,30620.1,9685.33,11414.7,1652.88,2084.37,1189.26,2045.02,1051.4,3202.12,3231.34,2241.77,386.013,331.265,3926.04,437.697,1008.28,31.0828,140.491,281.945,"shoe"
brick-08.gif,90506.3,23683.9,4987.36,5386.21,9476.12,2313.15,10487,4993.46,3852.57,108.877,1011.88,777.087,118.607,127.928,170.747,1377.87,243.721,168.481,186.057,1135.19,377.96,648.091,226.149,238.374,376.363,"brick"
personal_car-3.gif,65098.1,40000.4,7779.44,30472.7,16982.2,20315,18841.9,10413.5,4285.45,2668.15,5249.94,5322.56,3581.07,5460.19,10539.4,778.688,983.106,2093.27,4870.72,7279.72,280.7,578.484,1411.48,2870.61,4445.54,"personal_car"
chicken-3.gif,103762,19327.3,2096.83,12896.8,20625.3,3556.68,17128.4,9725.13,11086.4,1244.24,3739.56,2044.84,877.569,3274.48,799.623,2040.26,3141.63,349.652,1477.51,715.002,546.148,1110.39,333.529,899.679,1636.35,"chicken"
device1-4.gif,137290,1107.83,76.0505,5536.28,37002,76912.5,2302.29,329.61,542.035,20046.2,12016.4,624.105,542.478,1976.12,259.337,4528.45,1135.69,1212.51,2316.12,1181.91,2928.61,1144.66,515.688,1445.82,921.269,"device1"
pencil-1.gif,72723.4,31686.9,27564,27214.5,7616.64,11459.3,7020.86,3582.68,2461.08,1190.13,44.9002,547.495,1879.77,2248.15,124.517,1582.14,993.613,336.674,564.94,935.069,1183.46,1444.51,717.652,556.084,1221.34,"pencil"
cup-1.gif,95778.4,3174.66,11929.7,4413.29,18376,47238.3,9082.92,463.24,2814.98,6374.83,2070.68,5383.21,4949.55,9824.88,1113.21,1716.98,3638.12,162.365,333.082,1064.86,287.176,3900.04,48.5592,1337.13,338.041,"cup"
device1-5.gif,175435,1856.67,534.001,667.571,37837.6,64206.1,1320.94,75.4245,1623.36,13878.7,13470.7,674.676,80.4561,2248.14,7986.27,8785.83,494.341,10.5146,1251.44,4396.34,5515.59,741.964,13.7276,1372.51,3640.85,"device1"
brick-06.gif,86311,2477.68,18724.2,192.728,3481.78,1557.57,2536.45,3698.07,3306.35,506.399,1874.51,414.61,1082.42,1695.31,762.077,648.64,65.2117,25.1676,659.887,27.3391,134.794,244.337,173.667,385.358,216.035,"brick"
Heart-9.gif,58968.2,2013.62,1489.98,19374.3,14603.3,24992.1,2975.74,7532.56,10313.6,4958.87,2531.2,2959.51,1890.22,4344.36,4592.43,1819.65,1410.53,1617.45,3677.77,1870.61,988.031,200.492,2282.26,720.491,3095.62,"Heart"
cup-3.gif,62825.5,329.365,12245.7,3071.26,11150.9,18689,12366.3,4547.47,5033.13,2218.79,2926.59,2639.8,3582.26,157.89,1830.76,2217.55,1140.5,191.037,1546.84,1301.56,556.062,1115.17,1319.02,360.805,414.613,"cup"
device7-1.gif,182762,1696.02,43.9768,394.49,36827.7,58729.6,191.463,42.071,667.589,15175.4,14045,365.26,17.3557,1138.4,6687.12,8485.85,120.5,20.853,632.567,4127.26,5919.16,298.723,3.45089,737.488,3177.65,"device7"
flatfish-8.gif,42964.1,20222.2,14598.7,17414.7,885.103,12761.8,11551,5970.59,3007.11,9042.51,4241,5818.46,5469.64,2577.31,175.014,3029.03,4825.4,4409.79,2063.06,629.565,2659.62,3775.84,2901.1,910.539,190.462,"flatfish"
classic-8.gif,169682,116027,7864.19,57032.4,41768,50784.2,58014.5,38540.4,12639,138.111,5203.84,5053.09,436.865,1351.53,7002.58,6212.15,11528.9,10968.3,5890.83,969.447,5241.21,2143.77,2150.55,5096.04,7494.15,"classic"
classic-4.gif,72306.1,49524.1,2469.47,28910,27946.2,10301.3,4312.23,11015.3,6196.38,1916.42,3635.83,6546.47,6542.49,3193.89,1809.16,3203.26,1946.43,4481.84,6444.68,4007.62,3422.45,6711.34,5707.29,2276.44,74.8929,"classic"
Heart-5.gif,43565.1,8054.89,6995.53,17671.2,10728,6387.76,10839.6,2810.67,124.997,11462.1,1366.14,2063.92,2681.3,6194.59,3836.38,1642.08,30.626,2849.92,127.951,429.613,9.92056,828.723,829.362,2528.35,502.5,"Heart"
jar-1.gif,192670,30368.7,11543.2,4620.42,31373.6,2146.79,39011.2,958.027,3664.06,1867.18,13442.1,1936.75,2844.04,1493.56,7514.02,575.122,1703.75,2059.4,900.317,2944.45,3239.58,630.073,1783.94,481.546,2044.49,"jar"
device0-1.gif,183049,11428.9,43.4573,2523.49,21910.3,45008.9,18492.7,2522.15,15120.6,6856.47,2894.9,11667,1626.25,2272.38,529.724,1183.54,4691.1,575.139,4071.67,3464.98,1309.31,578.086,1690.4,697.771,329.269,"device0"
Comma-3.gif,62597.1,8200.61,20053.8,11672.4,4419.91,19683.4,24086.4,18954.1,28152.4,1485.65,3417.12,1831.57,2842.08,6357.18,3684.96,3761.17,2165.82,4609.37,2000.52,2791.25,2032.91,1386.91,997.657,2533.46,305.297,"Comma"
ray-1.gif,67460.2,514.376,1406.57,13862.9,959.698,12070.2,22736.4,21037.7,3516.07,11804,3188.34,1049.46,1122.49,8018.3,4976.91,1246.56,181.799,2698.66,3278.29,1733.79,4.45235,280.043,269.03,1764.29,2839.83,"ray"
device3-10.gif,175916,20925,1371.7,3780.14,25414.8,42002.7,46279.9,14375.3,29875.5,15623.6,4338.94,7582.75,5446.16,2757.5,2712.26,3633.71,2565.92,1389.79,178.92,3465.28,5685.57,422.309,683.553,1188.64,3583.21,"device3"
device2-10.gif,182250,2910.9,150.337,866.194,23018.6,67550,1562.96,109.305,3587.15,10644.2,9975.61,970.306,367.244,3490.63,4804.48,7620.61,1270.85,63.375,1262.83,3591.93,4194.42,1317.62,45.2703,1889.12,4435.11,"device2"
elephant-8.gif,106134,21456.6,45157.9,16686,3903.13,6390.26,21569.5,11114.3,10194.6,5852.37,5228.12,8323.89,5935.36,1533.39,19007.9,4780.69,6329.72,3635.73,1882.86,12779.1,3210.76,2751.96,4106.64,2914.96,2779.84,"elephant"
device6-1.gif,219932,17448.6,8656.95,9508.41,31892.8,16748,22226.7,7049.45,10238.5,18206.5,8608.09,1773.27,416.804,263.719,5516.43,5173.98,1549.46,831.064,526.343,4552.98,2022.26,3402.76,178.625,752.095,2630.4,"device6"
Comma-5.gif,61408.1,9709.04,7296.17,12297.3,2900.33,26381,27237.6,18931.4,10966.1,6332.9,9285.11,9427.69,4322.35,6286.44,2056.57,3155.36,4105.29,2430.2,5166.23,1036.91,2676.65,2014.08,572.019,908.333,4365.38,"Comma"
bird-8.gif,143664,3757.85,11525.2,1069.83,31217.4,34073.1,6170.49,4184.12,2705.31,5460.17,5467.01,1381.44,990.994,1299.16,7638.79,5263.8,5038.92,114.059,1946.81,2025,616.361,1427.91,309.684,35.9959,2674.94,"bird"
device2-5.gif,236482,42773,2587.42,12540.2,27787.9,7928.21,27220.4,9841.69,370.927,12185.9,9344.49,1262.55,4225.86,5579.79,7241.15,1435.12,891.426,801.436,95.472,176.26,403.42,2441.73,190.81,1821.47,1546.59,"device2"
HCircle-5.gif,14042.1,9106.6,8924.89,4469.13,2871.73,2130.09,3071.74,72.0004,3107.66,250.307,1730.84,345.51,933.595,36.6595,1841.34,898.802,152.53,176.71,725.492,452.209,186.954,283.519,210.563,667.725,525.649,"HCircle"
device7-5.gif,146688,1675.52,4.63768,610.121,36959.9,74641.5,1315.28,6.01998,1213.75,14118.1,14869,527.965,46.1782,1913.21,7797.04,9088.09,430.226,28.4827,1028.76,4386.72,6429.37,691.297,48.4731,1240.1,3650.26,"device7"
butterfly-4.gif,395199,13082.8,2329.62,20607.6,70093,25610.9,54425.5,6979.45,30974.4,17967.5,1014.66,7674.24,3726.33,2757.23,4186.87,11489.7,157.36,1434.06,223.399,6626.08,1117.35,5496.66,1741.65,1610.79,462.481,"butterfly"
device5-7.gif,264684,68065.8,542.308,18060.9,10381.1,32650.9,3369.7,1090.68,14095,14393.6,1661.57,1722.89,1068.75,6407.94,8367.28,1888.8,2289.15,563.95,527.204,295.425,2015.68,3027.29,450.051,1293.56,355.686,"device5"
rat-03.gif,87854,11992.4,7668.35,513.322,4919.7,3034.91,2109.73,1947.19,1973.68,1343.58,43.9452,163.855,1686.09,2992.88,1884.55,471.193,452.364,746.067,727.444,783.415,554.916,800.432,116.047,491.832,194.91,"rat"
cellular_phone-8.gif,35881.1,24135.8,43.0346,15052.5,11578.4,15058,13129.9,5100.32,1482.58,2417.99,4054.46,4486.18,2891.47,1728.95,2081.09,3425.63,3196.05,2140.35,1557.86,1458.98,1619.34,1176.78,418.602,430.951,1084.21,"cellular_phone"
octopus-4.gif,41463.4,1279.46,4089.43,4507.99,9283.87,14882.3,4061.63,661.931,392.83,409.387,3043.74,881.11,244.097,474.688,3222.27,771.901,1419.57,500.276,438.052,844.601,106.451,1188.99,27.0171,388.53,440.763,"octopus"
cattle-3.gif,459932,20682.3,28514.3,44361.6,65062.3,106669,56276,30022.6,13096.3,23049.1,18982.6,16266.6,4549.49,12090.9,17299.3,19109.3,10978.8,2189.89,7307.38,8521.15,5526.17,8795.75,10517.6,1611.83,192.488,"cattle"
pocket-5.gif,67139.2,11246.7,6115.38,1783.59,4672.58,1735.06,8076.38,5933.58,7252.37,4414.29,388.75,908.19,235.256,935.114,3553.67,459.3,622.365,1289.4,2270.48,334.646,1023.19,2594.88,444.348,2619.03,421.395,"pocket"
car-01.gif,91647.9,25275.9,10843,2278.51,3338.41,2652.94,433.661,253.857,243.195,1744.54,17.4051,39.6516,743.806,987.137,53.9845,631.176,67.3467,244.093,421.402,279.976,867.977,189.705,173.705,75.917,551.522,"car"
personal_car-6.gif,52443.2,20933.4,12087.4,6042.29,2133.82,18510.5,17935.3,9073.25,2407.2,4274.27,3015.74,6078.09,1431.22,1748.44,2368.16,404.763,2054.45,880.94,1943.24,483.815,659.791,1936.94,126.822,627.163,17.848,"personal_car"
fish-9.gif,14810.1,10915.8,2184.13,5104.22,6619.4,5737.09,3747,161.122,2045.12,1480,2415.61,2400.22,2223.98,2179.73,2065.06,1276.91,824.999,368.715,435.473,1038.75,1461.43,850.63,132.726,232.599,155.273,"fish"
beetle-4.gif,59702.2,1498.93,14079.1,5645.95,2410.1,15937.5,5872.62,19291.7,5275.69,10724.9,2830.67,4966.17,7399.42,811.858,956.122,1422.46,3617.31,541.451,5505.54,1001.95,744.36,113.399,1524.93,2776.38,1124.15,"beetle"
beetle-7.gif,32431.2,2020.46,3382.22,4404.44,2387.86,2716.98,10485.2,8073.84,1466.8,602.349,2796.64,1948.49,732.728,1215.78,769.34,1162.59,506.706,1381.1,568.244,307.512,138.435,547.944,125.165,719.314,236.545,"beetle"
Misk-5.gif,46603.2,1143.99,5383.52,2083,455.735,10822.9,4649.41,4610.56,7958.98,6606.53,7195.58,5326.97,1762.55,2512.39,3427.4,932.525,2307.5,2819.09,1088.46,2596.45,1959.05,984.218,1154.91,987.294,56.4384,"Misk"
device2-8.gif,143669,1154.41,116.964,611.649,26587,82611.3,1929.62,80.7725,2216.59,16077.7,7830.64,1556.54,109.141,2727.55,3301.32,1296.3,814.461,9.51768,611.552,2238.98,3969.55,282.439,19.5047,758.161,690.723,"device2"
device1-7.gif,161754,7832.5,143.752,4006.64,35516.1,64488.6,19533.1,123.53,12089.3,2611.87,4715.88,6656.83,1412.52,5660.67,8825.4,408.465,5705.76,875.454,584.158,2320.6,476.838,469.825,808.463,682.786,1055.06,"device1"
personal_car-1.gif,74447.3,34034.3,18068.5,16313,3721.21,15265.7,24921,16761.2,2091.58,9246.86,130.988,1889.99,1620.33,2440.52,2361.59,1702.89,2293.11,220.811,1041.01,1543.04,71.5086,2001.82,904.337,156.701,1304.49,"personal_car"
sea_snake-9.gif,30380.2,364.959,2953.87,262.472,10896.1,1992.78,2891.09,2091.49,3860.02,1234.11,933.407,1598.25,1347.86,2309.27,3209,600.496,677.169,1251.67,1293.91,2183.32,610.054,571.647,75.9644,1330.13,539.155,"sea_snake"
Comma-10.gif,44072.1,2626.69,6896.1,6488.23,1325.66,21214.1,12407.3,13608.7,7255.06,7352.17,3364.78,7158.78,1040.4,3703.17,2842.61,2322.84,1501.93,3323.07,1149.22,1753.56,4213.49,751.297,1235.3,1526.71,3062.42,"Comma"
device7-9.gif,161176,931.807,372.332,218.264,37201.6,70237.5,301.874,260.13,421.266,15125.9,13758.4,137.237,95.106,542.752,6479.82,8045.53,73.2256,61.1465,288.975,4058.25,6127.39,71.7764,267.752,450.395,3026.17,"device7"
device7-3.gif,160931,172.797,83.0211,419.63,37079.5,69188.8,673.828,70.7023,688.116,18238,11014.7,94.5367,40.2118,1294.24,3256.45,4841.21,5.37306,40.2356,777.168,2662.87,5727.47,287.417,26.0782,764.009,1075.83,"device7"
spoon-3.gif,57385.3,21148.2,528.217,5803.9,1227.03,3775.89,12578,1050.12,8654.56,3300.91,3409.78,160.333,931.645,337.418,153.397,1286.07,2074.6,100.673,865.838,1134.11,1262.8,158.088,271.722,455.142,460.117,"spoon"
device5-1.gif,259904,41812.7,1559.72,15930.1,22348.4,3911.09,13852.1,5339,2796.64,22398.8,148.63,6517.77,212.703,4560.76,5891.29,4902.44,980.044,1399.64,384.929,4574.83,3395.23,3752.02,1275.92,1244.4,2053.92,"device5"
deer-4.gif,811634,54141.3,39831.2,29531.5,142014,100028,80570.5,18621.4,79924.9,24973.9,3800.63,21197.5,18502.2,5125.65,4318.16,8180.89,4396.74,3292.78,5689.41,4458.23,19677.1,2115.43,9236.74,2347.94,17493.1,"deer"
HCircle-1.gif,13922.1,296.3,10146.1,1208.67,6406.5,1658.25,3944.29,1721.61,5822.8,3149.91,114.305,1555.88,789.245,1764.05,50.9405,557.05,293.111,200.754,158.445,1126.32,842.828,232.593,371.548,120.855,1030.43,"HCircle"
device0-4.gif,179788,7932.4,233.955,2021.79,24599.7,50211,10432.9,1145.07,9208.65,9805.2,10228.7,8788.57,349.004,6265.83,6417,2464.82,8652.6,858.976,341.384,637.07,886.095,3662.17,127.786,1903.79,1832.38,"device0"
carriage-04.gif,92319.1,8920.34,12621.4,4625.81,1917.74,2457.04,1985.98,2416.59,1382.92,500.921,1377.12,14.7069,736.512,294.838,1146.41,336.818,522.236,61.329,198.438,1233.83,195.793,314.175,532.187,707.322,176.457,"carriage"
Glas-7.gif,60803.1,22534.9,9613.68,3472.5,14713.8,4593.34,1799.66,13111.3,17944,5101.11,834.952,7050.61,4429.73,308.888,596.555,2932.39,3954.74,3878.76,6241.33,3369.07,674.32,1307.16,1295.71,1056.05,431.533,"Glas"
Comma-8.gif,60591.1,5999.24,17812,3815,918.214,17225,22386,19429.3,25189.3,4201.5,5244.6,821.845,3664.39,5530.73,1418.3,4639.09,3959.42,3629.76,1709.22,3271.89,2934.2,1511.96,185.355,789.149,555.009,"Comma"
Bone-2.gif,125348,15392.7,5513.19,12207.5,14136.9,2884.95,37553.5,8518.46,2289.15,1657.78,124.061,1420.84,2271.82,4883.89,1080.32,4064.52,1549.94,4799.01,1148.9,2285.12,1005.25,3823.97,7.64641,1855.06,295.615,"Bone"
horseshoe-8.gif,2125.24,234.274,94.8329,8.13627,289.84,57.575,54.9192,451.153,88.0043,124.391,290.29,223.806,188.111,220.859,213.415,92.4123,46.3423,108.059,59.5436,44.7996,73.5982,52.281,48.2553,118.872,5.90098,"horseshoe"
crown-10.gif,7361.16,4193.39,1118.42,2487.46,547.072,2657.38,1628.54,257.783,1067.17,427.936,345.709,362.614,451.022,547.823,577.662,617.241,431.995,199.163,207.007,314.584,183.706,0.121571,280.699,350.475,99.2546,"crown"
bird-4.gif,439676,34883.9,19776.2,38059.7,64631.6,21316.8,41955.1,4420.22,27734.5,9628.09,666.358,2957.38,784.159,516.356,4679.76,3690,4794.48,5282.46,2276.26,6584.47,1012.52,3806.83,805.306,1447.59,41.0822,"bird"
cup-7.gif,75374.5,2387.5,8970.99,3489.02,16193,23216.6,14966.2,1146.14,5028.12,554.384,4914.68,7880.21,226.416,2244.92,3633.32,2346.21,2890.4,1815.77,989.603,863.648,337.923,2739.28,124.401,260.11,855.548,"cup"
stef-06.gif,82110.8,25017.1,18891.9,7098.6,6011.04,793.386,1629.07,1350.4,302.013,1192.69,912.897,316.885,214.305,566.929,633.093,79.3843,764.105,40.7389,309.297,29.8432,70.8978,115.935,252.213,204.165,9.81094,"stef"
fountain-04.gif,72368,2612.62,22851.6,2277.89,3619.02,3482.64,7363.81,1259.77,4986.57,1442.84,251.434,10.7672,185.75,1092.79,409.343,509.756,363.171,679.529,897.482,147.845,194.971,209.184,705.794,613.895,76.3834,"fountain"
Heart-10.gif,67828.2,1041.45,17553.7,20771.8,10488.6,586.193,29995.6,3531.45,6563.56,12145.4,11126,6790.43,5493.58,1030.01,3864.05,5715.4,7305.94,1443.81,1181.92,4646.63,1548.56,379.426,255.525,3616.83,1135.72,"Heart"
tree-9.gif,119646,3726.86,10500.5,4265.08,31981.9,40551.7,11526.1,2425.67,1516.05,2811.04,4758.7,926.964,2374.06,5088.99,6099.38,1845.28,1544.55,1306.8,1627.22,2000.2,2671.38,602.902,2013.78,1404.67,630.545,"tree"
HCircle-4.gif,12986.1,5501.33,2307.81,3384.27,3875.24,1757.66,2891.15,3722.54,2206.1,410.823,105.415,818.312,900.01,34.3434,2759.94,288.517,40.6761,855.269,1023.45,661.823,213.583,891.974,89.8394,672.152,12.0564,"HCircle"
face-10.gif,51665.3,4361.94,838.299,446.903,13031.1,20553.4,4020.45,7850.63,10236.8,2917.35,4544.31,5265.06,2474.78,4482.59,2930.23,1767.74,500.563,1857.83,1056.09,1800.3,1285.16,776.513,691.485,552.378,1321.68,"face"
fly-5.gif,42772.3,6576.72,1198.08,1852.23,7642.15,6113.22,9934.75,1036.03,645.194,2856.19,2188.61,3792.92,1440.71,969.973,1444.41,1985.48,326.296,1007.66,104.4,1063.28,516.42,615.609,235.467,369.255,159.19,"fly"
device2-6.gif,236645,43674.5,4029.46,14832.6,31953,8485.43,25654.2,9668.51,277.306,11419.5,8501.96,1639.26,771.249,3630.67,6519.97,2494.22,493.32,1147.57,515.906,522.854,966.995,152.692,781.42,1051.16,351.495,"device2"
device4-3.gif,226362,3087.62,19686.7,8193.65,25679,9657.39,29986.8,3523.01,22207,12494,3598.38,7638.62,2725.13,4346.11,4136.72,7026.13,2289.9,2933.09,2390.98,6797.87,2852.69,3539.05,230.493,233.363,830.887,"device4"
elephant-1.gif,250500,7688.4,14421.7,4001.19,63842.2,54088.1,18770,9358.38,1515.23,35311.7,8291.96,20978.2,127.127,7467.74,692.383,26510.3,3136.27,4893.15,1502.98,19158.6,14463.1,6514.24,4101.38,5692.75,7884.5,"elephant"
camel-6.gif,99144.6,4078.59,13841.5,398.234,13481.4,18757,14108.7,39.0909,9662.98,3930.37,4435.62,1892.46,1339.52,1623.63,857.631,960.067,2292.63,772.357,340.967,2548.39,1331.49,115.248,219.734,1199.98,765.138,"camel"
key-9.gif,70614.3,38992.7,8221.09,14726.8,2402.06,19588.7,11822.2,1281.08,5672.91,6064.58,1493.39,1275.5,4475.3,5242.23,1261.65,3876.07,2618.09,570.837,254.837,1532.28,1588.75,603.193,986.561,1409.81,275.157,"key"
spoon-4.gif,55000.3,11919,2357.6,2880.39,9467.03,275.469,10833.3,980.151,566.276,212.324,3343.27,758.292,2167.89,1780.13,1838.3,834.699,1497.64,750.285,2131.78,400.285,1300.61,1681.24,185.418,584.69,256.724,"spoon"
chicken-6.gif,11173.5,534.788,292.818,977.124,1634.87,3697.41,1096.92,1069.93,88.8385,337.013,498.321,287.775,95.3193,542.91,399.924,66.683,355.91,36.721,238.36,54.6066,209.464,45.4966,22.4087,27.1258,96.0922,"chicken"
chicken-10.gif,11846.3,2302.41,926.43,3088.79,1119.69,548.458,2560.66,2066.65,1851.67,766.687,1047.95,687.907,95.6134,358.027,345.102,654.03,421.669,355.615,103.799,98.4418,214.24,445.879,152.271,114.291,151.914,"chicken"
horseshoe-9.gif,3862.2,405.261,416.858,150.314,749.474,66.6056,387.387,8.08515,159.094,304.71,293.971,10.737,318.454,27.8346,238.73,55.345,55.2678,79.3987,290.894,51.8924,94.9752,171.351,22.0813,107.239,152.527,"horseshoe"
hammer-4.gif,57746.5,1385.28,384.403,1307.98,5724.52,6228.46,1210.74,2609.14,1289.85,5363.62,804.916,828.11,1504.52,1657.8,1740.65,75.3233,617.94,1082.81,385.79,370.218,348.228,1177.29,212.276,33.1848,544.374,"hammer"
flatfish-9.gif,47101.2,18735.3,15804.1,10672.5,491.899,13726.2,12055.4,7640.34,4607.9,10001,3901.6,6465.25,6105.46,2962.71,2640.34,1567.45,4588.58,3766.55,2798.96,2997.89,1183.37,2729.3,1576.36,1105.5,1090.36,"flatfish"
device0-5.gif,141815,1407.28,214.358,1545.09,42221.3,58460.2,1444.68,132.215,1244.97,16166.2,11687,2339,481.076,4023.57,180.003,4641.34,831.892,102.618,2534.99,2374.3,4008.6,1060.74,559.874,1846.38,795.405,"device0"
