"","HuMoments1","HuMoments2","HuMoments3","HuMoments4","HuMoments5","HuMoments6","HuMoments7","BlackRate","WhiteRate","Fourier-0","Fourier-1","Fourier-2","Fourier-3","Fourier-4","Fourier-5","Fourier-6","Fourier-7","Fourier-8","Fourier-9","Fourier-10","Fourier-11","Fourier-12","Fourier-13","Fourier-14","Fourier-15","Fourier-16","Fourier-17","Fourier-18","Fourier-19","Fourier-20","Fourier-21","Fourier-22","Fourier-23","Fourier-24","className"
device2-2.gif,0.174961,1.14784e-08,2.49251e-09,5.66795e-08,-4.07621e-16,-3.76131e-12,4.97865e-16,0.780434,0.219566,204587,40478.3,12.5957,12367.8,17548.9,4765.45,2336.13,836.859,3470.95,10015.7,1711.11,1667.07,2446.42,4909.49,3879.44,767.537,2829.42,294.114,1339.23,2678.49,811.649,1681.38,654.884,935.146,1721.24,"device2"
lmfish-5.gif,0.509502,0.229883,0.000154928,1.53829e-05,-7.24577e-10,-7.09357e-06,-3.86315e-10,0.668566,0.331434,311132,223897,36777.3,100939,107367,85821.8,43048,11498.3,24953,8560.68,47648.2,34728.5,19130.3,17311,25954.9,17023.9,12393.6,5756.62,5861.17,11532.9,2160.87,3858.69,2445.45,1093.56,427.994,"lmfish"
frog-3.gif,0.184569,0.00481295,0.000314196,9.52287e-06,3.83526e-10,5.06345e-07,-1.90759e-10,0.43012,0.56988,17222.2,5279.97,2454.32,1161.19,4592.67,7300.27,2587.98,1021.7,273.589,1771.13,1774.97,719.184,826.45,1547.57,766.852,369.326,82.9618,179.182,616.836,336.834,173.688,356.751,376.923,235.605,131.785,"frog"
jar-10.gif,0.164337,0.000293575,5.4071e-05,3.28302e-06,3.32507e-11,5.61514e-08,2.91127e-11,0.615864,0.384136,161445,4042.4,5771.99,2379.51,37627.6,62390.5,21632.1,4817.31,10531.5,6219.72,2084.13,152.427,4660.59,169.9,3102.05,1792.95,741.334,6379.11,3494.71,4607.63,4165.92,292.416,1432.15,2359.53,3059.44,"jar"
deer-2.gif,0.344568,0.0321997,0.0036183,0.000107301,6.52587e-08,1.14988e-05,-8.99034e-09,0.678016,0.321984,330315,56672.3,15769,33473.4,64731.1,16440.3,83824.5,10862.9,33238.3,438.577,41686.6,8196.49,15967.6,4894.79,21663.4,14257.4,8815.84,5255.5,3912.85,991.951,4186.39,18104.3,1752.14,3851.29,1768.34,"deer"
device8-8.gif,0.320086,0.0102252,0.0333105,0.000161383,-3.66371e-07,-1.62828e-05,-8.64562e-08,0.819668,0.180332,255216,31438.5,6423.79,25322,37553.5,50006,11072,5560.86,25489.4,2142.34,7076.65,10627.3,1186.95,4287.21,6816.51,2907.4,7648.85,723.007,1026.67,588.679,509.8,2262.1,267.242,1777.36,2758.77,"device8"
spring-9.gif,137.052,15236.1,12899.8,25769.6,4.54556e+08,2.77558e+06,2.2093e+08,0.87916,0,180620,73459.5,28557.1,20965.8,2567.89,19871.8,25342.2,3578.11,18052.8,3525.69,358.074,7539.79,4346.85,1236.2,6638.33,765.903,6285.77,157.876,1550.01,1246.05,393.032,3746.12,2953.66,2200.1,561.01,"spring"
flatfish-3.gif,0.200883,0.0112313,0.000499896,0.000221133,7.3461e-08,2.34038e-05,2.1585e-08,0.392443,0.607557,37910.1,17683.9,13439.5,15860.5,722.665,10746.8,10819.6,5611.18,3870.38,9808.82,2767.24,4747.22,4930.43,2337.83,243.978,2583.37,4416.89,3793.85,1372.66,124.609,3474.43,4006.94,1933.27,367.18,449.636,"flatfish"
bat-5.gif,0.310208,0.0459877,0.0126841,0.00107763,-6.34072e-07,-9.55711e-05,-2.05768e-06,0.819106,0.180894,419782,37219.8,19800.8,11826.3,93587.1,90749.1,5167.3,23862.3,4705.41,17712.6,13470.4,4665.5,7817.99,15341.6,1363.33,8060.87,5064.3,3560.41,800.329,3220.15,4253.83,4213.96,6239.01,3430.36,2525.4,"bat"
device3-9.gif,0.181425,4.51114e-06,7.19993e-07,3.10942e-07,1.3522e-13,6.55262e-10,-1.3994e-13,0.663641,0.336359,206634,4563.16,800.953,529.886,21609.8,91849.9,2933.68,224.029,3948.52,16358.1,2727.71,3613.8,223.028,6191.19,3111.75,15514.5,419.641,790.535,592.454,9077.74,2058.68,2314.97,816.833,4289.83,1840.71,"device3"
beetle-8.gif,0.248734,0.0040409,7.79783e-05,0.000454885,-4.4375e-08,2.87107e-05,-2.21132e-08,0.833525,0.166475,83225.6,6203.78,1360.63,699.549,14109.2,18339,1625.79,310.728,3655.26,1517.5,3293.61,2306.1,366.982,1396.08,4238.92,1331.65,1950.23,624.328,860.873,176.736,342.462,1601.76,454.324,92.3817,21.9913,"beetle"
flatfish-7.gif,0.217881,0.0169648,0.000768718,0.000419912,2.37818e-07,5.39582e-05,1.47615e-07,0.427984,0.572016,38647.1,19341.7,13320.3,20588.1,3813.67,9599.38,10007.8,6089.96,949.483,6796.66,2013.63,4428.5,5464.89,3977.77,1179.37,1913.19,4003.61,4257.32,2651.63,866.625,1540.82,2834.81,2764.95,1687.06,931.493,"flatfish"
stef-10.gif,0.48688,0.060798,0.0926845,0.00562195,-1.13323e-05,0.000894453,4.20586e-05,0.971911,0.0280895,82109.5,23221.2,18889.3,6174.84,5137.35,1420.41,550.412,1282.25,268.248,319.216,797.196,660.414,117.463,566.209,892.203,95.518,357.549,430.206,216.874,210.589,311.602,373.253,47.3245,403.827,501.801,"stef"
cup-10.gif,0.176936,0.00149434,0.000446228,5.75028e-05,8.85959e-09,2.03792e-06,-6.85201e-09,0.615393,0.384607,68220.4,6929.74,10598.1,2283.26,8393,27639,14153.7,6477.8,2983.23,4964.55,2990.84,8447.12,1758.03,3627.34,326.38,1039.26,680.955,3211.11,952.664,24.202,721.785,1015.11,1135.79,1067.25,442.353,"cup"
key-3.gif,0.335687,0.0655277,0.0221815,0.0107249,0.000165362,0.00274269,7.37571e-06,0.78033,0.21967,85699.3,28432.8,15798.9,3096.33,704.161,21551.8,19068.5,563.355,15150.4,7970.6,2257.7,5664.32,1400.5,538.055,2911.43,1768.32,1546.77,1030.93,1215.84,449.417,1209.75,1241.44,531.504,769.939,2693.53,"key"
beetle-4.gif,0.237978,0.0148751,0.000176709,2.53128e-05,1.69285e-09,3.08396e-06,4.21048e-10,0.523536,0.476464,59702.2,1498.93,14079.1,5645.95,2410.1,15937.5,5872.62,19291.7,5275.69,10724.9,2830.67,4966.17,7399.42,811.858,956.122,1422.46,3617.31,541.451,5505.54,1001.95,744.36,113.399,1524.93,2776.38,1124.15,"beetle"
horse-8.gif,0.360121,0.0569974,0.0149187,0.00244474,1.44616e-05,0.000538834,-1.4344e-05,0.847126,0.152874,551243,45873.1,4527.41,14425.6,88434.1,85836.9,16728.9,21684.7,7867.32,48039.4,23030.5,5331.28,19099.8,22673.7,6633.56,2826.57,10392.6,3598.95,4096.32,941.669,12220.6,6722.66,8079.29,2325.57,4040.54,"horse"
fork-8.gif,55.8242,1936.61,105134,44025.8,2.99507e+09,1.93613e+06,-1.52499e+09,0.954023,0,293077,43212.4,61011.6,8882.72,13349.3,16392,16539.4,8808.26,9016.67,10613.2,418.922,5063.02,865.662,2913.04,3284.88,1014.09,1141.05,2998.38,596.653,20.1297,598.463,1733.88,1658.62,2316.93,134.161,"fork"
truck-03.gif,0.21535,0.0141843,0.000943831,6.20382e-05,6.78969e-09,1.25326e-06,2.13458e-09,0.966294,0.0337062,97965.6,46177.3,11700.7,11421.6,7466.04,1224.75,976.849,939.407,401.002,735.696,353.242,746.839,3.6998,405.489,52.3809,322.711,364.679,37.9136,183.058,149.007,3.59878,8.15139,146.993,300.821,81.1096,"truck"
crown-4.gif,0.199238,0.0111878,0.000278291,1.88411e-05,-1.34137e-09,-1.96603e-06,3.28475e-10,0.380282,0.619718,1026.13,561.834,182.315,312.618,20.1409,528.7,314.749,12.4766,110.721,13.9385,70.9098,84.8442,110.298,105.979,79.6093,71.9597,48.8706,24.8571,40.8222,67.9989,55.1233,37.753,11.3149,4.32265,22.3442,"crown"
truck-08.gif,0.213263,0.0157257,0.000514249,3.42361e-05,6.3964e-10,-4.36303e-07,2.58739e-09,0.963265,0.0367345,97657.8,44865.8,11399,9833.84,7387.93,838.998,397.022,815.878,534.946,1633.23,337.327,240.528,300.347,396.455,53.4062,48.2539,382.216,179.799,8.30049,82.4507,393.372,184.623,1.6524,32.4398,287.78,"truck"
pocket-9.gif,0.284091,0.00562616,0.00144588,1.08348e-05,1.30808e-09,8.03978e-07,3.89632e-10,0.49664,0.50336,4287.23,538.912,339.527,71.8263,862.206,385.343,127.687,4.88755,928.39,436.835,375.773,121.896,132.118,339.611,16.0463,43.518,70.8304,40.7992,38.1748,123.688,52.1826,16.6709,19.8763,134.805,31.0317,"pocket"
cattle-9.gif,0.256429,0.0212922,0.00119431,9.47603e-05,-5.10423e-09,6.36319e-06,-2.17165e-08,0.748771,0.251229,185243,3680.95,4230.31,12052.1,36582.8,50794.1,14020,16465.6,3263.84,20626,12423.2,983.837,1641.25,1161.14,3488.18,5919.07,2707.17,1575.65,2921.99,1640.85,3483.89,2314.77,1737.73,14.7124,417.529,"cattle"
cup-2.gif,0.185084,0.00152868,0.000723117,1.6064e-05,9.11709e-10,-6.09753e-07,2.14074e-10,0.555095,0.444905,82687.4,6056.01,6985.77,1985.25,18856.1,37382.8,2464.97,2702.45,6981.73,3281.03,8042.65,5882.07,875.226,8291.02,5687.41,2909.82,1974.97,1804.63,3329.52,2845.65,2285.63,12.6375,2669.35,1191.33,3063.86,"cup"
camel-10.gif,0.220216,0.0116949,0.000354631,1.30225e-05,-3.90847e-10,-1.40828e-06,7.76671e-10,0.622623,0.377377,76506.3,502.027,7669.28,6296.53,12742.1,18240.4,10643.6,2503.18,2928.32,7874.31,3029.65,4214.79,31.4573,4633.5,887.365,870.225,2679.07,2366.98,476.597,2422.19,1109.45,115.406,812.592,375.487,412.172,"camel"
car-08.gif,0.236195,0.0271842,0.000540684,0.000100361,2.18403e-08,1.21985e-05,-1.60599e-08,0.892312,0.107688,90460.7,22456.3,9863.68,3594.54,1142.3,933.153,742.741,3056.49,615.818,2973.9,622.018,724.251,1789.25,1786.24,516.942,375.503,630.154,213.757,447.751,328.218,340.24,69.5345,86.9217,66.0312,288.642,"car"
guitar-4.gif,0.318671,0.0600784,0.0152894,0.00748061,7.99982e-05,0.00183345,-4.12611e-05,0.594891,0.405109,50047.2,31244.4,3903.1,3360.22,1334.2,5450.3,1631.74,616.859,89.5491,844.448,2810.82,3100.41,1506.11,1340.52,4583.55,14.3204,1551.69,2230.44,1120.6,1214.33,291.63,1738.22,1201.92,111.651,883.883,"guitar"
camel-2.gif,0.246417,0.0052114,0.000795157,0.000146292,-2.85976e-08,-8.00614e-06,-7.40595e-09,0.689725,0.310275,78419.4,983.304,2797.02,5137.4,12009.1,20093.9,5844.17,2547.08,2297.24,7960.54,2523.61,5486.52,659.826,5370.08,1495.47,37.3958,430.643,837.234,2277.88,1426.7,2633.01,198.981,1130.13,1039.32,1286.54,"camel"
brick-03.gif,0.25478,0.0355932,1.46846e-06,6.51526e-07,6.32673e-13,1.17723e-07,-2.2883e-13,0.829417,0.170583,84083.9,188.735,20060.9,468.728,3842.93,1933.36,1776.06,3010.77,3334.18,911.118,1986.57,690.3,912.895,1936.27,1212.52,618.759,238.381,624.234,88.5477,397.726,105.313,167.48,93.3071,177.903,302.354,"brick"
fountain-05.gif,0.212779,0.00616821,0.00255451,3.62857e-05,1.03053e-08,-2.81535e-06,3.73834e-09,0.82428,0.17572,72109,3871.58,23028.9,2313.61,3110.68,5507.29,6048.76,2117.57,4003.75,1428.95,308.041,387.619,606.031,86.5121,25.7378,559.509,360.968,234.62,1235.26,527.177,378.403,669.511,20.6489,510.414,450.32,"fountain"
horseshoe-5.gif,0.540396,0.000157111,0.00346103,0.000200635,1.59702e-07,-1.40309e-06,3.02115e-09,0.72971,0.27029,8901.43,835.259,84.4376,316.623,1348.16,1144.56,57.6392,330.637,656.541,1174.65,195.727,102.565,288.494,333.314,41.6187,611.737,142.847,128.469,302.473,357.704,65.6925,236.984,17.6878,304.578,209.454,"horseshoe"
device6-5.gif,0.177101,0.000132289,8.02942e-06,2.07108e-06,8.32745e-12,2.14571e-08,-2.60761e-13,0.70539,0.29461,219634,16688.6,9598.69,7508.08,31640.2,15978.2,21978.1,7332.27,10071.7,18876.4,10288.3,3057.86,1864.44,1138.34,5083.71,3476.47,764.73,1617.28,440.613,5403.09,1383.48,3211.47,288.531,320.405,2528.34,"device6"
frog-4.gif,0.213913,0.007859,0.00024041,3.49156e-05,-1.0354e-09,2.66606e-06,-3.18902e-09,0.500115,0.499885,17329.2,5717.76,1693.55,936.766,137.103,2495,3427.83,2276.09,3128.72,167.347,689.625,834.095,190.33,1433.2,1054.01,1178.69,1309.19,280.876,914.012,449.965,178.306,91.842,420.998,165.137,84.1474,"frog"
dog-7.gif,0.592484,0.0635123,0.0650151,0.00308013,2.06516e-05,6.21951e-05,-4.35594e-05,0.786411,0.213589,168770,66254.7,4784.33,5378.61,303.914,3281.16,15443.8,9374.06,14933.4,3356.15,664.758,15939,5905.88,4705,7869.45,8175.13,3687.82,171.03,1146.41,3884.5,1784.39,1288.75,119.751,947.531,2233.04,"dog"
teddy-07.gif,0.185048,0.00161114,0.0010655,8.283e-06,7.1945e-10,3.32471e-07,2.30139e-10,0.696925,0.303075,60967.7,3285.88,15353.3,1431.38,152.566,5840.26,1637.74,4363.12,2816.12,2802.25,2714.73,804.171,1107.72,1243.81,2516.76,2367.8,174.564,500.491,810.825,1576.3,2135.66,342.379,89.3015,90.9765,619.667,"teddy"
lizzard-3.gif,0.305972,0.0289826,0.000205665,0.000709338,-1.98186e-07,-4.10759e-05,2.61663e-07,0.627612,0.372388,52860.2,9977.98,13463.4,1985.81,2399.9,763.166,9148.28,5593.53,2798.44,547.492,1783.98,1645.08,824.815,1639.73,4633.81,129.126,1683.06,1663.24,1445.71,3255.47,137.712,68.5674,1688.8,399.952,1718.39,"lizzard"
jar-2.gif,0.186202,0.00792008,6.84408e-06,1.99603e-06,7.37729e-12,1.5271e-07,7.22229e-12,0.734974,0.265026,192670,22554,11543.1,19656.4,31373.7,2146.79,18990.9,5782.21,11585,10069.2,13442.1,64.1363,1875.14,1087.09,4387.27,575.122,2026.19,2420.71,2250.98,2367.39,3239.58,913.133,1580.22,869.473,3480.74,"jar"
cellular_phone-2.gif,0.269946,0.0449209,0.000109627,1.52074e-05,1.92174e-10,-9.69648e-07,6.15574e-10,0.467718,0.532282,24993.1,16399,1079.17,11644,8572.46,8151.33,5407.57,612.71,1479.77,116.425,2742.74,1552.18,169.932,329.553,1350.35,3496.06,2715.03,1498.09,1019.11,1310.83,1884.39,1510.27,910.249,833.602,1237.41,"cellular_phone"
ray-10.gif,0.201478,0.00150331,0.00120574,0.000519676,4.11019e-07,1.73619e-05,-2.47374e-07,0.783277,0.216723,317330,17022.9,6632.72,7297.35,44361.9,93206.1,6388.21,3615.28,1846.02,30469.1,12957.5,7538.06,2691.99,3564.28,18743.3,13392.4,6035.61,1456.6,1690.06,9177.14,4806.19,4144.66,911.022,5753.51,6770.74,"ray"
jar-1.gif,0.186202,0.00792008,6.84408e-06,1.99603e-06,7.37729e-12,1.5271e-07,7.22229e-12,0.734974,0.265026,192670,30368.7,11543.2,4620.42,31373.6,2146.79,39011.2,958.027,3664.06,1867.18,13442.1,1936.75,2844.04,1493.56,7514.02,575.122,1703.75,2059.4,900.317,2944.45,3239.58,630.073,1783.94,481.546,2044.49,"jar"
deer-7.gif,0.322308,0.0216936,0.000697352,0.000141577,3.21902e-08,1.71302e-05,-3.95016e-08,0.844598,0.155402,521787,45082.3,21555.4,22727.1,81058.4,57148.9,53448.3,17177.8,52174,18548.5,6653.12,18287.9,18903.2,669.141,6302.54,7034.11,6367.95,142.876,5102.2,7914.1,6511.55,4810.09,1210.77,973.025,7124.58,"deer"
device0-4.gif,0.245982,2.18439e-06,1.30509e-06,8.49276e-08,1.06643e-14,-2.99954e-11,-4.47354e-15,0.685833,0.314167,179788,7932.4,233.955,2021.79,24599.7,50211,10432.9,1145.07,9208.65,9805.2,10228.7,8788.57,349.004,6265.83,6417,2464.82,8652.6,858.976,341.384,637.07,886.095,3662.17,127.786,1903.79,1832.38,"device0"
device6-10.gif,0.18099,0.000313005,4.20733e-05,3.0784e-07,-2.65778e-13,2.68441e-09,-1.07139e-12,0.814892,0.185108,253729,50796.9,9852.66,18036.5,12834.9,24124,4776.53,334.356,5004.55,5092.11,7543.12,1198.12,2012.5,3179.96,7459.52,2663.3,477.978,1309.5,1762.94,2865.73,2151.64,1669.85,1211.57,1254.74,2531.67,"device6"
crown-3.gif,0.231578,0.00664353,0.000805334,0.000213365,-8.4628e-08,-1.66072e-05,4.28514e-08,0.484003,0.515997,20604.2,10721.2,2196.1,2224.21,219.063,5132.28,2448.26,1351.02,2307.51,743.366,382.92,1674.85,2304.55,872.742,523.605,802.13,1033.46,1323.77,1231.84,610.968,200.722,1189.84,865.606,39.02,381.491,"crown"
chicken-1.gif,0.221777,0.00348214,0.00483594,0.000117554,-8.81416e-08,-6.68475e-06,-2.6354e-08,0.574507,0.425493,93732.2,23644.7,20925.5,7068.88,11063,5145.44,38215.3,3553.7,15902.7,5511.55,17791.5,2717.65,142.34,6237.21,5167.5,233.966,4825.68,1614.88,4382.37,4097.19,2621.96,3879.13,3594.64,549.091,366.497,"chicken"
spring-7.gif,106.605,8984.12,319.047,980.459,295313,85688,542546,0.844928,0,88611.4,12556.6,17080.5,6890.74,2384.61,7198.62,2997.06,1551.09,14797.1,6495.75,3385.6,5498.5,2516.59,1153.47,962.025,461.522,2053.78,2461.54,93.6044,856.866,1369.96,463.41,782.646,628.342,1047.71,"spring"
chopper-10.gif,0.208868,0.0105105,0.00117958,0.000487486,3.51299e-07,4.97508e-05,-1.4382e-07,0.885505,0.114495,89769.9,5952.68,9857.45,1828.05,9906.66,4836.97,2545.95,4052.79,1387.77,1202.78,1169.25,911.461,98.695,1181.52,752.519,237.243,1398.97,181.728,899.837,217.567,758.405,354.275,137.946,680,1182.32,"chopper"
device6-6.gif,0.161888,8.70066e-06,1.04637e-08,1.09173e-08,1.90644e-17,-3.08615e-11,-1.096e-16,0.675325,0.324675,210273,12786.1,7826.58,11339.2,28979.5,12759.8,18935.9,6824.16,7385.53,21527.9,7498.66,3347.12,927.025,2212.73,5345.06,5356.95,756.101,1003.85,90.0761,6618.15,2334.81,3055.9,544.007,296.358,2821.97,"device6"
turtle-2.gif,0.258339,0.0328169,0.000753337,0.000166118,2.98272e-08,2.32914e-06,5.20296e-08,0.590997,0.409003,73650.2,20006.8,20805.2,3741.62,688.49,251.438,9320.18,1885.53,12697.5,421.259,229.223,9741.25,1067.9,2776.41,581.803,3796.44,2120.31,582.766,1088.85,1814.95,1699.78,884.282,1289.94,426.975,1737.13,"turtle"
rat-03.gif,0.27255,0.0213025,0.000353458,0.000504834,5.97235e-08,6.45803e-05,3.10463e-08,0.866606,0.133394,87854,11992.4,7668.35,513.322,4919.7,3034.91,2109.73,1947.19,1973.68,1343.58,43.9452,163.855,1686.09,2992.88,1884.55,471.193,452.364,746.067,727.444,783.415,554.916,800.432,116.047,491.832,194.91,"rat"
device1-2.gif,0.164708,1.68529e-07,1.53448e-07,2.53954e-10,7.08137e-19,8.11657e-14,1.33763e-18,0.599628,0.400372,157190,13686.4,9.5273,7639.94,31667.8,20697,43505.5,7662.16,19333.6,3796.9,3426.43,6141.7,4871.58,281.751,1635.07,4406.72,2027.93,194.938,4558.11,5325.27,143.816,1597.93,649.634,352.049,612.775,"device1"
bottle-04.gif,0.345681,0.0913662,0.00308168,0.00172341,3.97147e-06,0.000520572,2.76052e-06,0.942225,0.057775,95520.7,25508.7,9643.87,39.5641,1525.45,1443.16,3299.37,4698.51,2744.49,5958.13,1527.85,155.194,63.8726,1283.16,1538.73,1216.13,9.85986,18.8336,618.286,957.069,281.721,238.296,507.789,7.51211,21.5192,"bottle"
cellular_phone-10.gif,0.26043,0.0395761,0.000217664,6.63385e-05,7.13685e-09,7.26065e-06,3.17747e-09,0.466872,0.533128,42660.1,28088.1,1337.82,18616,12729.3,17023.1,13458.2,4016.42,2349.94,1724.22,5169.99,4580.83,2144.01,1203.66,2787.2,5250.12,4415.74,2833.72,1988.89,1777.62,3477.08,2284.26,1148.3,1161.47,1795.13,"cellular_phone"
spoon-10.gif,0.79267,0.577184,0.0874971,0.0761262,0.00621151,0.0573987,-0.00127512,0.906067,0.0939331,59380.5,2887.88,3644.86,5309.87,9407.74,3476.6,2209.54,2291.17,637.2,5187.26,317.974,1702.55,293.77,333.325,1362.19,316.636,1815.55,207.511,29.1451,362.288,861.544,1025.95,119.322,399.678,922.778,"spoon"
horse-4.gif,0.343396,0.061534,0.00761234,0.00150643,5.09114e-06,0.000348664,-3.62855e-06,0.833573,0.166427,142396,14074.1,1257.53,4090.58,22602.8,16313.2,7196.61,6906.14,1961.94,12645.5,4849.97,3217.52,4390.05,4856.36,2384.72,1288.82,1372.6,1298.71,695.261,192.842,1372.59,644.161,1489.4,1082.4,233.133,"horse"
lmfish-6.gif,0.503325,0.224997,0.000266047,4.07348e-05,5.16931e-10,-4.67523e-06,3.95017e-09,0.656248,0.343752,23117.2,16768.4,3047.17,7283.16,8079.06,6119.71,2742.61,1388.41,2265.69,577.183,3938.49,3056.03,2028.23,1945.12,2460.56,1136.25,774.958,384.401,555.225,1104.54,236.854,455.455,421.547,346.814,259.674,"lmfish"
deer-1.gif,0.344416,0.0313464,0.00398688,0.000135685,9.34637e-08,1.27851e-05,-1.10835e-08,0.674471,0.325529,328588,55347.5,18102.7,34493.7,66454.6,18252.2,81575.3,9350.15,31449.4,2243.37,39376,8484.41,14653.5,4214.69,21837.7,13458.5,7117.35,6037.11,5775.67,632.678,2630.89,16942.9,1097.28,2469.63,993.684,"deer"
device9-9.gif,0.177169,7.2494e-06,6.67373e-07,2.03918e-07,-1.10526e-14,-8.61489e-11,-7.24878e-14,0.627015,0.372985,195231,31844.9,332.966,11576,24967.9,637.835,8873.08,18531.9,11326.1,28568.5,2993.52,6626.97,6534.05,666.457,2856.91,2514.84,1264.84,3175.14,1571.08,2229.16,2392.2,902.845,2049.4,519.104,2226.83,"device9"
tree-7.gif,0.34167,0.0801782,0.000986789,4.91382e-05,-1.32626e-09,5.89143e-07,3.5321e-10,0.881485,0.118515,57769.7,4607.27,4144.84,1061.16,10797.7,9567.88,2127.07,2303.26,2348.16,1786.45,1247.88,2428.74,274.897,1281.45,1275.9,408.15,1132.24,25.0888,176.924,465.737,234.449,365.272,321.832,555.338,107.292,"tree"
device7-2.gif,0.197406,8.81014e-09,5.31308e-10,6.70618e-09,-1.85297e-19,5.93999e-13,-4.85993e-18,0.613792,0.386208,160902,2099.51,12.8886,772.328,37108.3,70449.3,1432.83,45.3242,1610.51,13254.9,13752.1,900.784,65.1524,2507.77,8395.1,8857.92,545.48,32.8898,1341.8,4530.6,5858.5,1038.25,49.9126,1540,3829.25,"device7"
horseshoe-7.gif,0.295107,0.000380374,0.000411257,0.000302265,-9.6522e-08,5.41856e-06,-1.76817e-08,0.487857,0.512143,4379.22,366.459,546.764,20.836,840.264,490.529,236.611,160.591,348,519.581,332.354,97.9932,342.62,137.971,81.9176,73.8351,5.28481,56.5068,85.8742,17.4912,283.642,4.28709,35.3381,69.4152,142.859,"horseshoe"
horseshoe-4.gif,0.378289,0.000167631,0.000861557,0.00100858,-8.93617e-07,-1.27472e-05,-1.39824e-07,0.549364,0.450636,14373.2,1623.13,1584.6,480.062,2113.22,1450.42,31.246,541.282,69.067,866.509,986.555,452.807,1553.6,582.375,863.415,719.968,143.842,395.514,219.129,131.262,134.581,467.322,242.101,627.791,265.053,"horseshoe"
flatfish-2.gif,0.236024,0.0248477,0.00113643,0.000697126,6.20227e-07,0.000108856,1.82138e-07,0.45076,0.54924,35592.1,21629,6264.45,21996.1,15638,9835.93,7472.71,2774.59,665.857,2118.7,2649.43,3349.45,3504.05,3100.37,2174.63,1474.97,2909.77,3510.98,3002.08,1760.56,1817.19,2361.33,2125.24,1556.98,1165.28,"flatfish"
crown-9.gif,0.206069,0.0110422,0.000364377,3.24621e-05,-2.78277e-09,-2.95816e-06,2.38788e-09,0.38543,0.61457,1201.13,639.904,232.784,338.595,22.784,514.336,277.943,71.6392,152.067,14.4096,15.4265,31.244,100.68,119.382,96.3082,90.7634,63.6989,53.359,102.328,129.912,42.1757,20.0678,2.07684,9.7261,41.2093,"crown"
device7-4.gif,0.199211,6.37849e-08,3.67278e-10,7.74181e-09,7.76291e-18,1.32365e-12,1.20519e-17,0.61314,0.38686,160731,170.022,21.9243,408.091,37037.4,67997.6,539.57,65.8374,704.081,18226.9,10618.9,485.495,26.4682,1286.81,3233.91,7010.39,119.012,104.234,782.954,2660.96,4884.71,259.686,4.7532,760.297,1129.6,"device7"
Heart-2.gif,0.188476,0.00668056,0.000629326,4.48094e-05,-3.69323e-09,-1.93847e-06,-7.14159e-09,0.301291,0.698709,47951.1,1470.35,11321.1,19955.7,5726.57,6043.23,13490.5,1845.86,1041.94,14895.9,1517.73,1319.58,5348.31,7226.84,1963.65,475.343,1707.33,2961.65,1080.51,1829.81,652.139,1800.46,1594.55,1567.99,179.466,"Heart"
cellular_phone-8.gif,0.269904,0.0440966,0.000297844,0.000114222,2.01644e-08,1.60683e-05,1.30095e-08,0.524001,0.475999,35881.1,24135.8,43.0346,15052.5,11578.4,15058,13129.9,5100.32,1482.58,2417.99,4054.46,4486.18,2891.47,1728.95,2081.09,3425.63,3196.05,2140.35,1557.86,1458.98,1619.34,1176.78,418.602,430.951,1084.21,"cellular_phone"
HCircle-5.gif,0.197092,0.0107388,0.00101332,0.000114585,3.00558e-08,8.66266e-06,1.25815e-08,0.218675,0.781325,14042.1,9106.6,8924.89,4469.13,2871.73,2130.09,3071.74,72.0004,3107.66,250.307,1730.84,345.51,933.595,36.6595,1841.34,898.802,152.53,176.71,725.492,452.209,186.954,283.519,210.563,667.725,525.649,"HCircle"
bird-3.gif,0.251339,0.0273927,0.00120289,5.92629e-05,4.20537e-09,6.43202e-06,1.49523e-08,0.652356,0.347644,166356,2175.49,38458.8,22823.8,8821.63,34503.3,21376.6,12108.5,10859.8,2103.34,8480.12,1158.51,3530.97,11292.5,4202.81,6498.08,1219.39,1320.25,4639.26,5488.2,4215.28,1438.05,3029.83,3922.34,5022.84,"bird"
elephant-10.gif,0.179267,0.000362727,6.86139e-05,4.63732e-05,-2.20639e-09,3.58042e-08,1.04943e-10,0.504169,0.495831,43420.3,4591.08,2498.37,363.511,9185.11,13564.7,2209.97,6338.93,1839.69,7950.72,1456.87,2480.2,1840.9,32.8908,1286.92,1428.38,1559.23,1061.66,2426.82,1244.3,488.674,1265.34,187.023,1761.56,196.052,"elephant"
sea_snake-1.gif,0.670042,0.175521,0.059732,0.0136012,0.000354678,0.00541015,0.000306589,0.866559,0.133441,54848.4,12942.4,4481.9,1989.93,6302.39,608.454,5778.6,928.366,125.536,2208.13,1962.23,2061.19,1548.82,298.576,2514.78,136.769,2889.69,421.42,1117.99,198.712,894.775,1581.1,1167.75,565.864,1105.66,"sea_snake"
dog-1.gif,25.9112,212.213,1756.46,19.98,2939.57,104.384,1190.94,0.680379,0,249706,30948.8,37444.6,24792.7,9762.27,43875.9,71584.8,420.046,9211.97,768.229,9415.19,13747.9,2488.35,3751.21,522.382,339.614,459.382,7278.33,1495.17,7097.61,2053.91,5210.34,2716.51,6198.74,5770.62,"dog"
